@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	cpt_16	NUMERIC
@ATTRIBUTE	cpt_17	NUMERIC
@ATTRIBUTE	cpt_18	NUMERIC
@ATTRIBUTE	cpt_19	NUMERIC
@ATTRIBUTE	cpt_20	NUMERIC
@ATTRIBUTE	cpt_21	NUMERIC
@ATTRIBUTE	cpt_22	NUMERIC
@ATTRIBUTE	cpt_23	NUMERIC
@ATTRIBUTE	cpt_24	NUMERIC
@ATTRIBUTE	cpt_25	NUMERIC
@ATTRIBUTE	cpt_26	NUMERIC
@ATTRIBUTE	cpt_27	NUMERIC
@ATTRIBUTE	cpt_28	NUMERIC
@ATTRIBUTE	cpt_29	NUMERIC
@ATTRIBUTE	cpt_30	NUMERIC
@ATTRIBUTE	cpt_31	NUMERIC
@ATTRIBUTE	cpt_32	NUMERIC
@ATTRIBUTE	cpt_33	NUMERIC
@ATTRIBUTE	cpt_34	NUMERIC
@ATTRIBUTE	cpt_35	NUMERIC
@ATTRIBUTE	cpt_36	NUMERIC
@ATTRIBUTE	cpt_37	NUMERIC
@ATTRIBUTE	cpt_38	NUMERIC
@ATTRIBUTE	cpt_39	NUMERIC
@ATTRIBUTE	cpt_40	NUMERIC
@ATTRIBUTE	cpt_41	NUMERIC
@ATTRIBUTE	cpt_42	NUMERIC
@ATTRIBUTE	cpt_43	NUMERIC
@ATTRIBUTE	cpt_44	NUMERIC
@ATTRIBUTE	cpt_45	NUMERIC
@ATTRIBUTE	cpt_46	NUMERIC
@ATTRIBUTE	cpt_47	NUMERIC
@ATTRIBUTE	cpt_48	NUMERIC
@ATTRIBUTE	cpt_49	NUMERIC
@ATTRIBUTE	cpt_50	NUMERIC
@ATTRIBUTE	cpt_51	NUMERIC
@ATTRIBUTE	cpt_52	NUMERIC
@ATTRIBUTE	cpt_53	NUMERIC
@ATTRIBUTE	cpt_54	NUMERIC
@ATTRIBUTE	cpt_55	NUMERIC
@ATTRIBUTE	cpt_56	NUMERIC
@ATTRIBUTE	cpt_57	NUMERIC
@ATTRIBUTE	cpt_58	NUMERIC
@ATTRIBUTE	cpt_59	NUMERIC
@ATTRIBUTE	cpt_60	NUMERIC
@ATTRIBUTE	cpt_61	NUMERIC
@ATTRIBUTE	cpt_62	NUMERIC
@ATTRIBUTE	cpt_63	NUMERIC
@ATTRIBUTE	cpt_64	NUMERIC
@ATTRIBUTE	cpt_65	NUMERIC
@ATTRIBUTE	cpt_66	NUMERIC
@ATTRIBUTE	cpt_67	NUMERIC
@ATTRIBUTE	cpt_68	NUMERIC
@ATTRIBUTE	cpt_69	NUMERIC
@ATTRIBUTE	cpt_70	NUMERIC
@ATTRIBUTE	cpt_71	NUMERIC
@ATTRIBUTE	cpt_72	NUMERIC
@ATTRIBUTE	cpt_73	NUMERIC
@ATTRIBUTE	cpt_74	NUMERIC
@ATTRIBUTE	cpt_75	NUMERIC
@ATTRIBUTE	cpt_76	NUMERIC
@ATTRIBUTE	cpt_77	NUMERIC
@ATTRIBUTE	cpt_78	NUMERIC
@ATTRIBUTE	cpt_79	NUMERIC
@ATTRIBUTE	cpt_80	NUMERIC
@ATTRIBUTE	cpt_81	NUMERIC
@ATTRIBUTE	cpt_82	NUMERIC
@ATTRIBUTE	cpt_83	NUMERIC
@ATTRIBUTE	cpt_84	NUMERIC
@ATTRIBUTE	cpt_85	NUMERIC
@ATTRIBUTE	cpt_86	NUMERIC
@ATTRIBUTE	cpt_87	NUMERIC
@ATTRIBUTE	cpt_88	NUMERIC
@ATTRIBUTE	cpt_89	NUMERIC
@ATTRIBUTE	cpt_90	NUMERIC
@ATTRIBUTE	cpt_91	NUMERIC
@ATTRIBUTE	cpt_92	NUMERIC
@ATTRIBUTE	cpt_93	NUMERIC
@ATTRIBUTE	cpt_94	NUMERIC
@ATTRIBUTE	cpt_95	NUMERIC
@ATTRIBUTE	cpt_96	NUMERIC
@ATTRIBUTE	cpt_97	NUMERIC
@ATTRIBUTE	cpt_98	NUMERIC
@ATTRIBUTE	cpt_99	NUMERIC
@ATTRIBUTE	cpt_100	NUMERIC
@ATTRIBUTE	cpt_101	NUMERIC
@ATTRIBUTE	cpt_102	NUMERIC
@ATTRIBUTE	cpt_103	NUMERIC
@ATTRIBUTE	cpt_104	NUMERIC
@ATTRIBUTE	cpt_105	NUMERIC
@ATTRIBUTE	cpt_106	NUMERIC
@ATTRIBUTE	cpt_107	NUMERIC
@ATTRIBUTE	cpt_108	NUMERIC
@ATTRIBUTE	cpt_109	NUMERIC
@ATTRIBUTE	cpt_110	NUMERIC
@ATTRIBUTE	cpt_111	NUMERIC
@ATTRIBUTE	cpt_112	NUMERIC
@ATTRIBUTE	cpt_113	NUMERIC
@ATTRIBUTE	cpt_114	NUMERIC
@ATTRIBUTE	cpt_115	NUMERIC
@ATTRIBUTE	cpt_116	NUMERIC
@ATTRIBUTE	cpt_117	NUMERIC
@ATTRIBUTE	cpt_118	NUMERIC
@ATTRIBUTE	cpt_119	NUMERIC
@ATTRIBUTE	cpt_120	NUMERIC
@ATTRIBUTE	cpt_121	NUMERIC
@ATTRIBUTE	cpt_122	NUMERIC
@ATTRIBUTE	cpt_123	NUMERIC
@ATTRIBUTE	cpt_124	NUMERIC
@ATTRIBUTE	cpt_125	NUMERIC
@ATTRIBUTE	cpt_126	NUMERIC
@ATTRIBUTE	cpt_127	NUMERIC
@ATTRIBUTE	cpt_128	NUMERIC
@ATTRIBUTE	cpt_129	NUMERIC
@ATTRIBUTE	cpt_130	NUMERIC
@ATTRIBUTE	cpt_131	NUMERIC
@ATTRIBUTE	cpt_132	NUMERIC
@ATTRIBUTE	cpt_133	NUMERIC
@ATTRIBUTE	cpt_134	NUMERIC
@ATTRIBUTE	cpt_135	NUMERIC
@ATTRIBUTE	cpt_136	NUMERIC
@ATTRIBUTE	cpt_137	NUMERIC
@ATTRIBUTE	cpt_138	NUMERIC
@ATTRIBUTE	cpt_139	NUMERIC
@ATTRIBUTE	cpt_140	NUMERIC
@ATTRIBUTE	cpt_141	NUMERIC
@ATTRIBUTE	cpt_142	NUMERIC
@ATTRIBUTE	cpt_143	NUMERIC
@ATTRIBUTE	cpt_144	NUMERIC
@ATTRIBUTE	cpt_145	NUMERIC
@ATTRIBUTE	cpt_146	NUMERIC
@ATTRIBUTE	cpt_147	NUMERIC
@ATTRIBUTE	cpt_148	NUMERIC
@ATTRIBUTE	cpt_149	NUMERIC
@ATTRIBUTE	cpt_150	NUMERIC
@ATTRIBUTE	cpt_151	NUMERIC
@ATTRIBUTE	cpt_152	NUMERIC
@ATTRIBUTE	cpt_153	NUMERIC
@ATTRIBUTE	cpt_154	NUMERIC
@ATTRIBUTE	cpt_155	NUMERIC
@ATTRIBUTE	cpt_156	NUMERIC
@ATTRIBUTE	cpt_157	NUMERIC
@ATTRIBUTE	cpt_158	NUMERIC
@ATTRIBUTE	cpt_159	NUMERIC
@ATTRIBUTE	cpt_160	NUMERIC
@ATTRIBUTE	cpt_161	NUMERIC
@ATTRIBUTE	cpt_162	NUMERIC
@ATTRIBUTE	cpt_163	NUMERIC
@ATTRIBUTE	cpt_164	NUMERIC
@ATTRIBUTE	cpt_165	NUMERIC
@ATTRIBUTE	cpt_166	NUMERIC
@ATTRIBUTE	cpt_167	NUMERIC
@ATTRIBUTE	cpt_168	NUMERIC
@ATTRIBUTE	cpt_169	NUMERIC
@ATTRIBUTE	cpt_170	NUMERIC
@ATTRIBUTE	cpt_171	NUMERIC
@ATTRIBUTE	cpt_172	NUMERIC
@ATTRIBUTE	cpt_173	NUMERIC
@ATTRIBUTE	cpt_174	NUMERIC
@ATTRIBUTE	cpt_175	NUMERIC
@ATTRIBUTE	cpt_176	NUMERIC
@ATTRIBUTE	cpt_177	NUMERIC
@ATTRIBUTE	cpt_178	NUMERIC
@ATTRIBUTE	cpt_179	NUMERIC
@ATTRIBUTE	cpt_180	NUMERIC
@ATTRIBUTE	cpt_181	NUMERIC
@ATTRIBUTE	cpt_182	NUMERIC
@ATTRIBUTE	cpt_183	NUMERIC
@ATTRIBUTE	cpt_184	NUMERIC
@ATTRIBUTE	cpt_185	NUMERIC
@ATTRIBUTE	cpt_186	NUMERIC
@ATTRIBUTE	cpt_187	NUMERIC
@ATTRIBUTE	cpt_188	NUMERIC
@ATTRIBUTE	cpt_189	NUMERIC
@ATTRIBUTE	cpt_190	NUMERIC
@ATTRIBUTE	cpt_191	NUMERIC
@ATTRIBUTE	cpt_192	NUMERIC
@ATTRIBUTE	cpt_193	NUMERIC
@ATTRIBUTE	cpt_194	NUMERIC
@ATTRIBUTE	cpt_195	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 22, 22, 32, 4, 14, 3, 8, 4, 5, 13, 5, 12, 18, 41, 34, 7, 5, 11, 4, 2, 5, 8, 9, 10, 4, 9, 3, 12, 15, 3, 11, 10, 4, 3, 2, 6, 9, 6, 4, 19, 8, 1, 5, 8, 14, 10, 9, 4, 3, 6, 12, 33, 29, 26, 0, 1, 9, 7, 18, 43, 44, 40, 22, 14, 32, 20, 14, 32, 10, 17, 33, 22, 19, 21, 25, 9, 31, 32, 24, 25, 36, 15, 8, 33, 42, 19, 19, 38, 20, 31, 23, 16, 33, 22, 26, 28, 4, 37, 42, 13, 12, 12, 15, 4, 29, 22, 21, 6, 2, 12, 5, 25, 41, 20, 9, 13, 5, 18, 38, 18, 42, 16, 4, 12, 14, 36, 40, 23, 16, 5, 3, 23, 30, 30, 15, 27, 9, 12, 14, 33, 32, 37, 10, 16, 14, 30, 41, 36, 47, 38, 26, 14, 12, 38, 3, 25, 19, 21, 28, 25, 24, 47, 39, 17, 34, 11, 26, 7, 0, 10, 33, 17, 24, 16, 19, 29, 22, 12, 25, 4, 30, 2, 4, 8, 39, 17, 21, 19, 23, 26, 19, 26, 15, 9, 35, 0, NE
0, 0, 0, 0, 0, 0, 0, 0, 45, 33, 47, 10, 2, 5, 1, 7, 4, 2, 19, 34, 43, 29, 26, 48, 9, 2, 8, 5, 4, 0, 4, 2, 3, 21, 39, 48, 13, 39, 9, 2, 2, 2, 0, 0, 1, 0, 7, 1, 40, 21, 14, 18, 10, 17, 24, 12, 7, 6, 2, 4, 4, 3, 28, 15, 2, 1, 34, 23, 28, 38, 33, 4, 40, 46, 46, 48, 24, 10, 2, 1, 2, 35, 61, 28, 32, 0, 36, 28, 31, 12, 23, 1, 12, 3, 14, 14, 16, 13, 22, 11, 32, 33, 38, 29, 33, 1, 18, 11, 1, 7, 10, 3, 26, 7, 22, 5, 6, 0, 33, 11, 25, 3, 12, 8, 10, 15, 27, 11, 23, 10, 12, 5, 24, 32, 32, 14, 11, 7, 6, 17, 33, 17, 49, 6, 8, 1, 35, 34, 20, 17, 3, 16, 7, 8, 19, 26, 12, 9, 4, 9, 31, 33, 38, 21, 2, 20, 17, 40, 31, 42, 44, 27, 11, 8, 28, 6, 15, 35, 3, 15, 13, 15, 25, 25, 28, 14, 23, 9, 13, 6, 2, 34, 7, 6, 16, 15, 30, 27, 13, 32, 11, 27, 10, 10, NE
0, 0, 0, 0, 0, 0, 0, 0, 28, 41, 28, 2, 4, 2, 4, 2, 7, 2, 4, 39, 25, 50, 9, 32, 8, 6, 7, 3, 5, 0, 4, 3, 13, 6, 46, 43, 12, 26, 10, 4, 1, 3, 2, 0, 0, 1, 1, 3, 36, 13, 7, 10, 20, 21, 28, 14, 5, 7, 2, 4, 6, 7, 26, 16, 0, 1, 34, 24, 31, 38, 33, 13, 38, 49, 48, 48, 26, 12, 1, 3, 5, 37, 58, 30, 29, 2, 35, 25, 30, 12, 26, 2, 15, 6, 10, 11, 15, 17, 25, 4, 37, 35, 34, 36, 29, 6, 29, 4, 1, 7, 12, 3, 34, 8, 21, 10, 10, 1, 26, 12, 28, 12, 5, 12, 10, 17, 14, 11, 25, 10, 11, 9, 24, 31, 30, 12, 9, 6, 14, 28, 31, 16, 48, 10, 10, 7, 26, 41, 33, 11, 6, 16, 4, 12, 17, 36, 19, 9, 6, 22, 23, 34, 35, 16, 3, 14, 10, 34, 41, 35, 47, 14, 12, 14, 29, 3, 12, 26, 1, 11, 15, 21, 24, 22, 30, 28, 21, 13, 19, 5, 2, 22, 3, 5, 22, 12, 17, 23, 10, 13, 14, 29, 6, 7, NE
0, 0, 0, 0, 1, 0, 0, 0, 0, 18, 17, 9, 9, 22, 26, 19, 7, 8, 22, 24, 42, 12, 0, 34, 0, 0, 16, 20, 17, 18, 21, 26, 10, 21, 16, 16, 0, 38, 3, 5, 25, 14, 21, 19, 18, 18, 6, 16, 5, 29, 5, 40, 7, 35, 49, 43, 24, 21, 42, 35, 30, 5, 15, 22, 24, 41, 4, 16, 20, 12, 20, 15, 14, 14, 30, 25, 24, 26, 27, 27, 17, 30, 31, 17, 36, 30, 19, 26, 38, 26, 20, 21, 27, 18, 3, 17, 20, 24, 26, 10, 37, 18, 23, 7, 1, 31, 18, 30, 2, 2, 15, 16, 15, 5, 29, 11, 9, 15, 1, 39, 14, 34, 16, 5, 4, 20, 36, 39, 34, 5, 2, 4, 24, 25, 0, 8, 28, 2, 5, 26, 16, 16, 27, 3, 2, 13, 33, 16, 0, 4, 23, 10, 1, 9, 19, 21, 7, 3, 5, 18, 18, 0, 1, 6, 27, 5, 17, 36, 34, 37, 43, 15, 7, 15, 30, 14, 7, 39, 30, 8, 10, 17, 16, 17, 18, 6, 4, 16, 0, 28, 30, 2, 0, 12, 7, 1, 2, 2, 4, 1, 6, 0, 0, 0, SA
0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 7, 18, 20, 20, 15, 20, 17, 14, 29, 36, 43, 22, 8, 27, 10, 12, 22, 21, 14, 18, 18, 19, 12, 24, 24, 32, 19, 21, 17, 9, 26, 13, 23, 13, 14, 19, 15, 21, 16, 40, 26, 24, 14, 44, 51, 46, 26, 19, 40, 33, 28, 10, 20, 28, 31, 29, 8, 20, 31, 19, 25, 19, 21, 20, 30, 25, 21, 34, 35, 20, 21, 30, 55, 24, 37, 30, 27, 47, 39, 32, 15, 30, 44, 5, 7, 25, 24, 29, 23, 11, 40, 27, 27, 15, 1, 41, 40, 26, 9, 10, 22, 19, 14, 6, 24, 19, 14, 13, 4, 42, 34, 38, 11, 12, 10, 31, 29, 32, 36, 12, 14, 18, 26, 35, 1, 32, 13, 10, 8, 34, 21, 29, 31, 10, 8, 14, 37, 20, 7, 23, 18, 13, 3, 2, 14, 16, 3, 4, 15, 19, 31, 11, 6, 10, 26, 9, 23, 48, 42, 43, 45, 19, 18, 11, 38, 16, 19, 32, 27, 9, 14, 17, 21, 23, 25, 6, 6, 21, 0, 24, 31, 0, 5, 16, 1, 2, 6, 9, 5, 3, 8, 1, 0, 0, SA
0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 11, 5, 7, 19, 16, 21, 12, 3, 18, 3, 16, 2, 3, 12, 7, 9, 22, 28, 39, 29, 19, 18, 4, 24, 7, 0, 3, 4, 19, 21, 14, 12, 10, 11, 16, 10, 3, 23, 9, 1, 0, 13, 27, 28, 28, 19, 7, 18, 24, 19, 7, 19, 0, 16, 7, 13, 36, 39, 23, 34, 19, 34, 40, 36, 41, 28, 1, 34, 29, 2, 32, 48, 22, 36, 13, 27, 20, 35, 23, 25, 13, 39, 24, 12, 13, 8, 18, 42, 6, 31, 12, 19, 19, 7, 29, 26, 30, 22, 12, 14, 12, 43, 5, 30, 14, 9, 6, 18, 38, 6, 43, 12, 14, 13, 14, 27, 5, 29, 9, 13, 8, 27, 34, 0, 11, 21, 14, 24, 17, 35, 22, 39, 8, 14, 20, 36, 6, 0, 6, 27, 21, 31, 21, 29, 24, 27, 6, 18, 14, 26, 2, 0, 6, 29, 20, 21, 14, 21, 29, 21, 17, 13, 11, 30, 1, 5, 8, 20, 14, 31, 48, 34, 37, 35, 35, 9, 36, 11, 2, 11, 7, 15, 16, 22, 15, 20, 28, 17, 15, 24, 31, 5, 2, SA
0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 22, 12, 22, 14, 16, 18, 23, 20, 6, 20, 6, 22, 2, 10, 14, 14, 25, 26, 26, 36, 32, 21, 18, 5, 22, 7, 0, 1, 3, 18, 19, 13, 10, 19, 8, 16, 15, 8, 22, 13, 2, 0, 18, 49, 54, 54, 31, 9, 23, 35, 32, 20, 17, 0, 15, 14, 8, 13, 27, 16, 23, 18, 32, 34, 30, 27, 20, 1, 21, 34, 3, 23, 35, 22, 40, 7, 30, 23, 36, 21, 24, 10, 51, 19, 8, 14, 15, 27, 39, 4, 35, 17, 20, 14, 18, 16, 26, 25, 20, 15, 9, 16, 40, 2, 32, 16, 4, 7, 22, 40, 6, 36, 15, 20, 23, 17, 25, 4, 31, 14, 18, 14, 25, 32, 0, 24, 15, 10, 20, 20, 34, 28, 44, 8, 17, 21, 37, 1, 0, 24, 7, 25, 26, 18, 27, 35, 26, 10, 16, 10, 26, 0, 4, 13, 23, 20, 19, 21, 28, 30, 22, 24, 14, 18, 19, 0, 13, 12, 22, 17, 42, 42, 39, 40, 33, 37, 9, 42, 7, 4, 10, 12, 12, 22, 32, 15, 27, 25, 24, 17, 24, 22, 4, 1, SA
0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 15, 8, 0, 5, 0, 6, 8, 5, 7, 36, 29, 0, 45, 0, 13, 12, 15, 6, 3, 6, 5, 11, 11, 22, 30, 11, 32, 1, 6, 13, 7, 1, 5, 5, 3, 3, 15, 6, 34, 24, 8, 42, 8, 14, 11, 25, 16, 11, 7, 13, 11, 8, 43, 16, 0, 48, 18, 37, 41, 43, 37, 30, 43, 42, 36, 28, 47, 5, 4, 43, 6, 25, 48, 34, 21, 27, 38, 40, 34, 20, 32, 23, 14, 34, 2, 25, 18, 21, 28, 18, 29, 21, 30, 3, 34, 39, 13, 35, 2, 8, 10, 10, 38, 13, 23, 15, 14, 5, 33, 23, 0, 42, 9, 8, 15, 26, 19, 15, 35, 7, 14, 12, 35, 21, 0, 12, 28, 9, 13, 17, 33, 23, 38, 11, 22, 10, 28, 3, 5, 6, 29, 9, 13, 27, 14, 25, 34, 15, 14, 13, 28, 13, 7, 10, 24, 14, 11, 26, 9, 31, 39, 23, 21, 15, 31, 9, 6, 8, 41, 24, 17, 28, 21, 14, 14, 20, 16, 18, 40, 10, 6, 26, 10, 24, 26, 16, 15, 24, 21, 21, 12, 14, 15, 30, SA
0, 0, 0, 0, 0, 0, 0, 0, 41, 1, 13, 13, 11, 1, 3, 1, 5, 14, 9, 30, 8, 27, 35, 1, 8, 8, 16, 3, 5, 3, 4, 9, 19, 9, 27, 32, 16, 18, 16, 14, 12, 4, 7, 8, 3, 5, 15, 11, 29, 29, 0, 46, 2, 23, 12, 26, 16, 20, 22, 23, 12, 11, 32, 31, 0, 44, 14, 29, 42, 52, 38, 19, 42, 48, 32, 36, 31, 21, 20, 45, 4, 40, 44, 29, 27, 28, 33, 44, 28, 27, 32, 26, 27, 21, 2, 8, 12, 26, 33, 8, 30, 17, 29, 8, 28, 46, 15, 36, 4, 4, 14, 7, 39, 10, 28, 18, 12, 2, 29, 28, 0, 35, 11, 12, 9, 27, 21, 20, 29, 14, 11, 12, 33, 20, 1, 10, 29, 13, 14, 24, 25, 26, 41, 14, 18, 14, 29, 3, 4, 4, 27, 6, 18, 26, 16, 25, 32, 18, 11, 8, 27, 7, 6, 6, 33, 17, 18, 19, 7, 33, 27, 22, 19, 15, 26, 8, 7, 34, 29, 19, 21, 31, 25, 20, 24, 28, 18, 24, 41, 5, 2, 31, 6, 22, 27, 10, 20, 26, 28, 11, 15, 20, 31, 10, SA
0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 16, 27, 21, 23, 21, 24, 17, 24, 30, 44, 46, 29, 1, 37, 19, 27, 35, 23, 21, 19, 21, 31, 30, 25, 23, 35, 8, 29, 8, 38, 43, 22, 16, 13, 14, 9, 22, 23, 25, 35, 19, 33, 15, 26, 17, 34, 20, 26, 27, 36, 39, 41, 10, 21, 37, 25, 8, 32, 28, 27, 26, 9, 28, 19, 26, 11, 19, 29, 31, 23, 20, 28, 50, 32, 37, 17, 37, 45, 39, 25, 15, 32, 41, 10, 4, 17, 21, 27, 24, 7, 34, 32, 38, 21, 2, 37, 36, 19, 7, 8, 19, 15, 19, 7, 19, 16, 14, 10, 4, 31, 31, 30, 11, 10, 9, 26, 32, 27, 30, 9, 10, 17, 20, 36, 1, 26, 16, 9, 7, 29, 21, 23, 36, 11, 7, 14, 32, 29, 2, 20, 19, 15, 1, 2, 10, 6, 3, 3, 4, 17, 33, 10, 7, 6, 25, 11, 21, 49, 50, 49, 45, 19, 16, 13, 36, 8, 14, 36, 30, 18, 13, 17, 22, 25, 22, 8, 13, 17, 3, 33, 31, 0, 2, 17, 4, 5, 4, 8, 5, 3, 9, 3, 0, 2, SU
0, 0, 0, 0, 0, 0, 0, 0, 32, 6, 32, 9, 21, 18, 18, 22, 25, 22, 7, 20, 4, 29, 27, 4, 6, 23, 16, 21, 9, 21, 12, 6, 15, 5, 1, 32, 8, 3, 14, 22, 20, 17, 23, 20, 18, 11, 13, 20, 5, 35, 5, 2, 18, 26, 31, 23, 15, 13, 29, 28, 31, 9, 2, 28, 36, 11, 19, 32, 20, 36, 17, 21, 32, 8, 19, 31, 13, 37, 35, 29, 13, 25, 37, 11, 20, 32, 17, 33, 38, 19, 13, 54, 44, 25, 14, 30, 32, 36, 24, 8, 40, 21, 34, 15, 4, 42, 33, 24, 5, 6, 16, 2, 23, 21, 23, 0, 6, 14, 5, 49, 31, 25, 5, 17, 8, 12, 32, 16, 39, 12, 9, 9, 25, 23, 21, 45, 10, 14, 4, 12, 39, 39, 31, 20, 9, 10, 34, 15, 1, 21, 17, 12, 8, 36, 35, 34, 47, 42, 20, 14, 31, 3, 3, 4, 32, 15, 21, 24, 26, 45, 31, 13, 24, 15, 28, 5, 1, 3, 35, 21, 27, 23, 18, 23, 18, 18, 17, 21, 15, 1, 6, 3, 23, 30, 12, 18, 24, 24, 24, 22, 10, 8, 22, 2, SU
0, 0, 0, 0, 0, 0, 0, 0, 28, 16, 16, 22, 9, 18, 25, 1, 10, 6, 21, 9, 30, 31, 34, 18, 16, 21, 11, 20, 12, 16, 12, 21, 23, 8, 33, 34, 34, 16, 12, 3, 13, 23, 12, 19, 12, 12, 18, 8, 29, 32, 30, 18, 22, 11, 19, 21, 19, 18, 33, 32, 22, 7, 28, 32, 14, 39, 24, 44, 36, 39, 26, 13, 28, 31, 28, 36, 40, 21, 36, 39, 14, 35, 44, 16, 39, 0, 44, 24, 34, 41, 27, 44, 35, 24, 20, 16, 22, 30, 29, 20, 14, 30, 18, 7, 7, 36, 31, 27, 5, 3, 9, 12, 18, 5, 31, 9, 10, 12, 26, 25, 43, 24, 10, 19, 9, 15, 22, 5, 34, 8, 10, 18, 33, 21, 20, 45, 15, 8, 6, 28, 17, 20, 32, 7, 6, 15, 33, 13, 0, 26, 20, 9, 14, 38, 19, 22, 19, 30, 9, 16, 29, 0, 3, 11, 27, 13, 16, 34, 20, 11, 41, 23, 21, 15, 20, 4, 3, 0, 31, 19, 20, 20, 29, 17, 27, 15, 15, 37, 3, 3, 5, 3, 23, 9, 24, 22, 20, 29, 8, 19, 13, 31, 4, 6, SU
0, 0, 0, 0, 0, 0, 0, 0, 19, 21, 24, 16, 19, 13, 21, 14, 17, 8, 20, 18, 41, 26, 42, 14, 14, 24, 14, 28, 12, 17, 24, 17, 22, 3, 38, 34, 31, 20, 14, 18, 29, 21, 18, 14, 18, 20, 20, 9, 26, 38, 30, 12, 20, 28, 40, 34, 26, 18, 42, 51, 39, 11, 31, 32, 24, 28, 29, 29, 38, 33, 19, 14, 30, 30, 24, 40, 33, 25, 26, 48, 20, 31, 47, 26, 40, 5, 43, 37, 39, 35, 33, 35, 37, 23, 24, 29, 36, 33, 30, 16, 18, 28, 27, 17, 9, 44, 24, 25, 3, 4, 12, 9, 29, 14, 29, 10, 17, 4, 13, 26, 47, 24, 9, 17, 12, 15, 16, 9, 33, 10, 12, 16, 30, 24, 30, 33, 17, 10, 13, 27, 32, 21, 42, 7, 4, 19, 37, 23, 1, 32, 10, 13, 13, 31, 12, 15, 23, 26, 4, 18, 31, 0, 1, 19, 25, 11, 14, 28, 24, 24, 41, 23, 15, 10, 26, 2, 4, 6, 36, 17, 24, 33, 18, 15, 37, 22, 18, 33, 6, 4, 5, 1, 29, 18, 19, 12, 18, 24, 11, 22, 13, 36, 5, 6, SU
0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 24, 12, 10, 10, 6, 13, 25, 9, 31, 7, 29, 0, 41, 14, 9, 26, 21, 20, 19, 23, 19, 15, 18, 11, 27, 0, 34, 17, 6, 21, 9, 15, 13, 15, 14, 15, 7, 23, 31, 0, 20, 27, 41, 44, 47, 23, 18, 38, 48, 34, 11, 28, 29, 0, 5, 37, 22, 18, 26, 14, 22, 20, 16, 23, 34, 26, 34, 0, 19, 29, 35, 38, 43, 29, 15, 38, 35, 31, 19, 36, 16, 0, 31, 15, 15, 24, 27, 27, 12, 31, 28, 35, 13, 31, 45, 0, 28, 15, 2, 6, 10, 36, 16, 17, 11, 11, 0, 25, 28, 0, 5, 26, 5, 5, 23, 16, 16, 23, 9, 9, 14, 27, 20, 0, 1, 32, 2, 6, 19, 35, 27, 32, 12, 11, 9, 39, 3, 1, 1, 21, 14, 4, 27, 9, 31, 22, 11, 9, 22, 19, 7, 1, 3, 28, 7, 13, 19, 38, 43, 31, 19, 9, 18, 26, 6, 4, 10, 46, 12, 13, 28, 11, 15, 26, 12, 9, 18, 33, 2, 5, 24, 5, 17, 7, 11, 6, 4, 8, 14, 7, 17, 32, 9, SU
