@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	cpt_16	NUMERIC
@ATTRIBUTE	cpt_17	NUMERIC
@ATTRIBUTE	cpt_18	NUMERIC
@ATTRIBUTE	cpt_19	NUMERIC
@ATTRIBUTE	cpt_20	NUMERIC
@ATTRIBUTE	cpt_21	NUMERIC
@ATTRIBUTE	cpt_22	NUMERIC
@ATTRIBUTE	cpt_23	NUMERIC
@ATTRIBUTE	cpt_24	NUMERIC
@ATTRIBUTE	cpt_25	NUMERIC
@ATTRIBUTE	cpt_26	NUMERIC
@ATTRIBUTE	cpt_27	NUMERIC
@ATTRIBUTE	cpt_28	NUMERIC
@ATTRIBUTE	cpt_29	NUMERIC
@ATTRIBUTE	cpt_30	NUMERIC
@ATTRIBUTE	cpt_31	NUMERIC
@ATTRIBUTE	cpt_32	NUMERIC
@ATTRIBUTE	cpt_33	NUMERIC
@ATTRIBUTE	cpt_34	NUMERIC
@ATTRIBUTE	cpt_35	NUMERIC
@ATTRIBUTE	cpt_36	NUMERIC
@ATTRIBUTE	cpt_37	NUMERIC
@ATTRIBUTE	cpt_38	NUMERIC
@ATTRIBUTE	cpt_39	NUMERIC
@ATTRIBUTE	cpt_40	NUMERIC
@ATTRIBUTE	cpt_41	NUMERIC
@ATTRIBUTE	cpt_42	NUMERIC
@ATTRIBUTE	cpt_43	NUMERIC
@ATTRIBUTE	cpt_44	NUMERIC
@ATTRIBUTE	cpt_45	NUMERIC
@ATTRIBUTE	cpt_46	NUMERIC
@ATTRIBUTE	cpt_47	NUMERIC
@ATTRIBUTE	cpt_48	NUMERIC
@ATTRIBUTE	cpt_49	NUMERIC
@ATTRIBUTE	cpt_50	NUMERIC
@ATTRIBUTE	cpt_51	NUMERIC
@ATTRIBUTE	cpt_52	NUMERIC
@ATTRIBUTE	cpt_53	NUMERIC
@ATTRIBUTE	cpt_54	NUMERIC
@ATTRIBUTE	cpt_55	NUMERIC
@ATTRIBUTE	cpt_56	NUMERIC
@ATTRIBUTE	cpt_57	NUMERIC
@ATTRIBUTE	cpt_58	NUMERIC
@ATTRIBUTE	cpt_59	NUMERIC
@ATTRIBUTE	cpt_60	NUMERIC
@ATTRIBUTE	cpt_61	NUMERIC
@ATTRIBUTE	cpt_62	NUMERIC
@ATTRIBUTE	cpt_63	NUMERIC
@ATTRIBUTE	cpt_64	NUMERIC
@ATTRIBUTE	cpt_65	NUMERIC
@ATTRIBUTE	cpt_66	NUMERIC
@ATTRIBUTE	cpt_67	NUMERIC
@ATTRIBUTE	cpt_68	NUMERIC
@ATTRIBUTE	cpt_69	NUMERIC
@ATTRIBUTE	cpt_70	NUMERIC
@ATTRIBUTE	cpt_71	NUMERIC
@ATTRIBUTE	cpt_72	NUMERIC
@ATTRIBUTE	cpt_73	NUMERIC
@ATTRIBUTE	cpt_74	NUMERIC
@ATTRIBUTE	cpt_75	NUMERIC
@ATTRIBUTE	cpt_76	NUMERIC
@ATTRIBUTE	cpt_77	NUMERIC
@ATTRIBUTE	cpt_78	NUMERIC
@ATTRIBUTE	cpt_79	NUMERIC
@ATTRIBUTE	cpt_80	NUMERIC
@ATTRIBUTE	cpt_81	NUMERIC
@ATTRIBUTE	cpt_82	NUMERIC
@ATTRIBUTE	cpt_83	NUMERIC
@ATTRIBUTE	cpt_84	NUMERIC
@ATTRIBUTE	cpt_85	NUMERIC
@ATTRIBUTE	cpt_86	NUMERIC
@ATTRIBUTE	cpt_87	NUMERIC
@ATTRIBUTE	cpt_88	NUMERIC
@ATTRIBUTE	cpt_89	NUMERIC
@ATTRIBUTE	cpt_90	NUMERIC
@ATTRIBUTE	cpt_91	NUMERIC
@ATTRIBUTE	cpt_92	NUMERIC
@ATTRIBUTE	cpt_93	NUMERIC
@ATTRIBUTE	cpt_94	NUMERIC
@ATTRIBUTE	cpt_95	NUMERIC
@ATTRIBUTE	cpt_96	NUMERIC
@ATTRIBUTE	cpt_97	NUMERIC
@ATTRIBUTE	cpt_98	NUMERIC
@ATTRIBUTE	cpt_99	NUMERIC
@ATTRIBUTE	cpt_100	NUMERIC
@ATTRIBUTE	cpt_101	NUMERIC
@ATTRIBUTE	cpt_102	NUMERIC
@ATTRIBUTE	cpt_103	NUMERIC
@ATTRIBUTE	cpt_104	NUMERIC
@ATTRIBUTE	cpt_105	NUMERIC
@ATTRIBUTE	cpt_106	NUMERIC
@ATTRIBUTE	cpt_107	NUMERIC
@ATTRIBUTE	cpt_108	NUMERIC
@ATTRIBUTE	cpt_109	NUMERIC
@ATTRIBUTE	cpt_110	NUMERIC
@ATTRIBUTE	cpt_111	NUMERIC
@ATTRIBUTE	cpt_112	NUMERIC
@ATTRIBUTE	cpt_113	NUMERIC
@ATTRIBUTE	cpt_114	NUMERIC
@ATTRIBUTE	cpt_115	NUMERIC
@ATTRIBUTE	cpt_116	NUMERIC
@ATTRIBUTE	cpt_117	NUMERIC
@ATTRIBUTE	cpt_118	NUMERIC
@ATTRIBUTE	cpt_119	NUMERIC
@ATTRIBUTE	cpt_120	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 12, 44, 38, 21, 12, 25, 6, 13, 50, 28, 4, 51, 15, 0, 0, 1, 1, 2, 0, 5, 36, 11, 25, 5, 4, 1, 8, 44, 2, 2, 13, 20, 24, 24, 64, 45, 1, 20, 28, 20, 14, 3, 43, 35, 19, 60, 45, 29, 53, 55, 43, 3, 25, 44, 36, 3, 50, 22, 19, 21, 34, 18, 0, 37, 24, 59, 0, 0, 9, 12, 24, 4, 0, 0, 61, 11, 38, 0, 0, 28, 36, 47, 6, 1, 0, 37, 6, 37, 0, 0, 0, 28, 16, 0, 0, 2, 45, 2, 11, 33, 3, 29, 37, 34, 13, 0, 32, 17, 0, 9, 36, 0, 17, 30, 37, 2, 1, 36, 5, SU
0, 0, 0, 0, 0, 0, 0, 0, 39, 6, 6, 0, 0, 10, 22, 8, 0, 4, 3, 24, 0, 7, 0, 4, 6, 7, 1, 2, 10, 0, 2, 7, 3, 13, 9, 6, 3, 0, 1, 3, 0, 17, 16, 37, 68, 52, 3, 26, 69, 56, 1, 9, 50, 8, 41, 53, 26, 5, 27, 38, 42, 14, 56, 56, 0, 14, 27, 0, 3, 11, 23, 30, 5, 61, 19, 10, 0, 1, 23, 0, 35, 13, 2, 5, 33, 9, 25, 20, 39, 52, 34, 41, 26, 16, 12, 20, 10, 24, 8, 9, 8, 41, 25, 5, 13, 24, 10, 6, 32, 6, 22, 56, 57, 49, 36, 3, 37, 16, 18, 45, 10, 4, 37, 64, 39, 0, 22, 23, 13, HA
0, 0, 0, 0, 1, 0, 0, 0, 37, 5, 2, 0, 0, 0, 7, 4, 0, 2, 7, 38, 0, 9, 0, 0, 7, 10, 2, 1, 4, 0, 1, 2, 3, 0, 2, 10, 13, 3, 0, 0, 0, 11, 22, 32, 50, 44, 5, 40, 70, 36, 0, 3, 62, 5, 40, 63, 26, 5, 20, 51, 40, 5, 47, 59, 0, 9, 23, 2, 2, 11, 17, 24, 0, 54, 24, 4, 0, 0, 26, 0, 35, 3, 3, 6, 36, 4, 14, 6, 1, 50, 26, 50, 17, 11, 3, 19, 6, 25, 2, 6, 15, 27, 24, 0, 0, 34, 3, 5, 36, 2, 12, 53, 65, 58, 21, 0, 38, 9, 22, 44, 20, 0, 4, 12, 4, 0, 17, 29, 15, NE
0, 0, 0, 0, 1, 0, 0, 0, 37, 5, 2, 0, 0, 0, 7, 4, 0, 2, 7, 38, 0, 9, 0, 0, 7, 10, 2, 1, 4, 0, 1, 2, 3, 0, 2, 10, 13, 3, 0, 0, 0, 11, 22, 32, 50, 44, 5, 40, 70, 36, 0, 3, 62, 5, 40, 63, 26, 5, 20, 51, 40, 5, 47, 59, 0, 9, 23, 2, 2, 11, 17, 24, 0, 54, 24, 4, 0, 0, 26, 0, 35, 3, 3, 6, 36, 4, 14, 6, 1, 50, 26, 50, 17, 11, 3, 19, 6, 25, 2, 6, 15, 27, 24, 0, 0, 34, 3, 5, 36, 2, 12, 53, 65, 58, 21, 0, 38, 9, 22, 44, 20, 0, 4, 12, 4, 0, 17, 29, 15, SA
0, 0, 0, 0, 0, 0, 0, 0, 8, 38, 7, 0, 4, 1, 1, 0, 2, 2, 10, 36, 7, 18, 1, 1, 5, 35, 21, 0, 2, 0, 39, 1, 2, 5, 14, 7, 12, 22, 5, 1, 0, 40, 32, 23, 11, 35, 10, 42, 39, 11, 2, 0, 49, 26, 32, 60, 22, 3, 12, 61, 46, 4, 29, 55, 7, 4, 20, 0, 3, 7, 13, 15, 1, 45, 22, 1, 0, 0, 26, 0, 38, 0, 2, 7, 39, 3, 16, 5, 0, 58, 50, 71, 6, 6, 6, 32, 9, 29, 1, 6, 15, 22, 11, 0, 0, 39, 6, 2, 36, 3, 3, 38, 18, 29, 0, 0, 41, 12, 7, 13, 26, 0, 27, 35, 26, 0, 15, 23, 13, SU
0, 0, 0, 0, 0, 0, 0, 0, 10, 53, 16, 0, 0, 0, 0, 0, 1, 14, 21, 39, 27, 0, 1, 0, 0, 0, 0, 2, 2, 50, 60, 3, 0, 0, 0, 0, 0, 0, 5, 17, 29, 39, 5, 29, 57, 42, 27, 32, 41, 45, 32, 21, 30, 28, 36, 52, 40, 37, 49, 27, 34, 17, 30, 38, 19, 24, 32, 27, 26, 36, 34, 31, 16, 17, 44, 23, 9, 4, 37, 13, 19, 43, 0, 10, 14, 34, 10, 0, 66, 34, 39, 44, 22, 14, 6, 20, 2, 24, 27, 26, 4, 10, 5, 8, 12, 9, 33, 2, 26, 29, 33, 67, 58, 53, 36, 21, 23, 31, 0, 7, 30, 12, 21, 44, 59, 9, 12, 36, 1, HA
0, 0, 0, 0, 0, 0, 0, 0, 19, 59, 6, 0, 0, 0, 0, 1, 0, 32, 0, 36, 32, 0, 1, 0, 0, 0, 0, 3, 16, 29, 37, 5, 3, 0, 0, 0, 0, 4, 4, 18, 53, 33, 7, 41, 53, 54, 13, 50, 38, 44, 26, 27, 40, 11, 48, 55, 50, 13, 48, 21, 13, 20, 56, 36, 15, 33, 28, 36, 17, 49, 32, 28, 7, 52, 37, 18, 9, 1, 19, 15, 38, 11, 15, 7, 41, 43, 13, 8, 22, 58, 27, 27, 45, 23, 8, 37, 27, 3, 3, 34, 4, 20, 5, 31, 7, 6, 52, 14, 21, 7, 39, 40, 57, 40, 19, 15, 28, 28, 0, 27, 1, 18, 26, 62, 24, 5, 7, 33, 0, NE
0, 0, 0, 0, 0, 0, 0, 0, 16, 55, 9, 0, 0, 0, 0, 0, 4, 7, 29, 37, 27, 0, 0, 0, 0, 0, 0, 1, 6, 47, 59, 3, 0, 0, 0, 2, 0, 2, 2, 22, 28, 41, 13, 31, 45, 44, 30, 46, 41, 39, 22, 30, 33, 26, 46, 34, 25, 37, 45, 19, 21, 25, 33, 30, 20, 32, 44, 30, 30, 49, 31, 37, 22, 19, 43, 20, 12, 8, 19, 10, 27, 20, 21, 15, 14, 44, 4, 29, 5, 48, 41, 47, 40, 10, 25, 5, 13, 12, 9, 32, 9, 25, 11, 24, 19, 11, 22, 3, 34, 19, 32, 28, 52, 37, 13, 27, 14, 52, 0, 13, 20, 29, 30, 42, 32, 8, 21, 34, 11, SA
0, 0, 0, 0, 0, 0, 0, 0, 33, 52, 3, 0, 0, 0, 0, 0, 4, 26, 6, 48, 22, 11, 19, 4, 0, 1, 0, 8, 5, 50, 56, 12, 8, 14, 0, 0, 0, 0, 9, 16, 40, 39, 13, 42, 65, 43, 25, 39, 40, 40, 36, 25, 45, 14, 61, 47, 35, 37, 43, 11, 6, 16, 58, 27, 16, 6, 37, 26, 32, 40, 52, 34, 27, 54, 36, 26, 16, 7, 23, 14, 38, 17, 16, 10, 35, 29, 10, 18, 9, 55, 40, 36, 35, 30, 11, 59, 34, 7, 6, 31, 10, 28, 16, 35, 7, 0, 52, 0, 39, 9, 27, 8, 16, 9, 25, 6, 33, 23, 0, 31, 7, 35, 39, 34, 22, 18, 21, 39, 0, SU
0, 0, 0, 0, 1, 0, 0, 0, 18, 2, 24, 39, 25, 11, 13, 9, 6, 13, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 6, 0, 0, 0, 0, 10, 23, 3, 6, 0, 0, 29, 80, 51, 14, 34, 68, 58, 18, 17, 9, 0, 37, 69, 47, 29, 36, 60, 69, 35, 29, 19, 9, 35, 37, 18, 24, 14, 30, 36, 1, 8, 34, 4, 0, 0, 29, 17, 22, 46, 9, 0, 15, 49, 13, 4, 42, 40, 71, 71, 23, 53, 14, 5, 23, 11, 10, 36, 29, 55, 62, 47, 46, 34, 11, 7, 48, 19, 28, 43, 40, 45, 38, 5, 22, 35, 4, 16, 35, 26, 9, 54, 56, 12, 7, 23, 17, HA
0, 0, 1, 0, 0, 0, 0, 0, 30, 1, 17, 36, 41, 33, 21, 16, 6, 5, 0, 4, 8, 6, 0, 0, 0, 2, 0, 0, 0, 1, 4, 4, 7, 0, 0, 0, 0, 0, 9, 3, 2, 7, 0, 21, 62, 41, 17, 37, 75, 68, 12, 12, 18, 0, 18, 70, 47, 28, 36, 62, 73, 26, 31, 12, 12, 36, 52, 24, 25, 20, 28, 27, 0, 18, 31, 21, 0, 0, 21, 15, 19, 21, 0, 2, 8, 45, 19, 6, 17, 41, 78, 68, 31, 23, 17, 5, 25, 21, 0, 31, 13, 20, 28, 29, 26, 13, 25, 0, 42, 2, 28, 46, 50, 45, 30, 22, 8, 27, 6, 6, 43, 24, 10, 39, 34, 2, 4, 36, 4, NE
0, 0, 0, 0, 0, 0, 0, 0, 37, 1, 3, 36, 35, 43, 35, 27, 6, 0, 0, 3, 7, 13, 3, 0, 0, 0, 0, 3, 0, 1, 3, 3, 3, 0, 0, 0, 0, 0, 1, 2, 2, 9, 0, 26, 44, 38, 10, 30, 69, 68, 6, 13, 19, 8, 10, 73, 32, 36, 46, 56, 67, 35, 28, 2, 23, 37, 66, 26, 35, 20, 32, 32, 0, 15, 40, 31, 3, 0, 22, 14, 25, 20, 0, 5, 12, 42, 18, 10, 16, 54, 64, 68, 43, 34, 15, 4, 7, 34, 6, 28, 4, 20, 23, 12, 25, 21, 20, 4, 16, 21, 28, 55, 70, 79, 50, 28, 17, 30, 10, 7, 47, 32, 23, 48, 38, 8, 25, 38, 3, SA
0, 0, 1, 0, 0, 0, 0, 0, 44, 17, 31, 36, 35, 22, 19, 14, 8, 29, 0, 22, 21, 7, 0, 0, 0, 0, 1, 0, 4, 0, 16, 13, 0, 0, 0, 0, 0, 10, 15, 4, 12, 33, 4, 33, 68, 40, 9, 29, 68, 60, 21, 28, 26, 6, 33, 51, 51, 22, 31, 58, 67, 31, 6, 29, 5, 46, 60, 23, 31, 16, 36, 31, 1, 1, 27, 2, 0, 0, 21, 16, 24, 19, 0, 0, 2, 54, 17, 3, 3, 43, 69, 68, 41, 12, 1, 6, 45, 18, 6, 7, 6, 11, 7, 7, 26, 6, 1, 10, 38, 2, 0, 8, 32, 38, 24, 10, 7, 11, 1, 30, 22, 2, 6, 27, 12, 29, 0, 0, 42, SU
0, 0, 0, 0, 0, 0, 0, 0, 50, 20, 9, 7, 11, 7, 15, 5, 8, 12, 14, 40, 6, 0, 2, 0, 0, 0, 0, 7, 2, 24, 34, 31, 0, 0, 0, 0, 0, 0, 1, 0, 31, 42, 31, 36, 41, 47, 2, 6, 46, 41, 25, 38, 48, 22, 28, 35, 37, 29, 26, 46, 45, 12, 48, 46, 22, 8, 41, 23, 11, 20, 29, 36, 3, 45, 22, 35, 0, 11, 42, 0, 11, 29, 0, 6, 35, 23, 34, 6, 40, 41, 50, 45, 40, 32, 3, 45, 8, 48, 20, 45, 33, 38, 36, 33, 44, 14, 40, 6, 52, 21, 21, 11, 23, 24, 10, 40, 38, 19, 0, 26, 26, 9, 23, 31, 29, 24, 10, 43, 0, HA
0, 0, 1, 0, 0, 0, 0, 0, 42, 7, 1, 4, 4, 1, 14, 8, 5, 0, 1, 38, 19, 0, 2, 0, 0, 0, 1, 8, 0, 9, 43, 32, 5, 4, 0, 0, 0, 0, 1, 0, 27, 55, 23, 40, 37, 30, 3, 7, 37, 37, 37, 17, 45, 15, 35, 50, 27, 27, 23, 36, 42, 27, 11, 40, 17, 8, 46, 29, 8, 16, 32, 41, 4, 16, 24, 25, 1, 0, 32, 2, 8, 27, 0, 0, 34, 8, 34, 0, 6, 26, 31, 34, 11, 1, 1, 43, 7, 50, 1, 36, 33, 31, 28, 25, 16, 8, 51, 1, 44, 20, 19, 23, 39, 35, 20, 12, 19, 32, 0, 5, 45, 1, 9, 36, 27, 4, 0, 47, 0, NE
0, 0, 0, 0, 0, 0, 0, 0, 13, 6, 7, 1, 6, 8, 6, 6, 5, 4, 11, 10, 0, 0, 4, 0, 0, 0, 3, 4, 0, 24, 29, 0, 0, 0, 0, 0, 0, 0, 12, 0, 30, 41, 11, 42, 41, 31, 7, 12, 40, 32, 31, 50, 49, 5, 29, 42, 24, 32, 27, 41, 37, 14, 39, 46, 0, 13, 40, 29, 15, 16, 31, 35, 6, 30, 41, 4, 0, 0, 30, 4, 6, 33, 0, 0, 42, 52, 3, 0, 9, 20, 37, 35, 29, 20, 0, 42, 28, 21, 5, 30, 39, 48, 47, 54, 38, 8, 46, 7, 48, 8, 38, 22, 44, 46, 12, 34, 14, 37, 1, 40, 11, 5, 9, 26, 14, 10, 5, 43, 1, SA
0, 0, 0, 0, 0, 0, 0, 0, 5, 16, 5, 1, 14, 13, 18, 19, 5, 10, 43, 17, 13, 3, 4, 0, 0, 2, 14, 2, 24, 39, 23, 8, 0, 8, 3, 5, 0, 1, 9, 27, 44, 45, 0, 35, 32, 40, 9, 4, 42, 43, 32, 58, 56, 0, 28, 57, 35, 29, 33, 45, 48, 7, 61, 52, 0, 5, 43, 40, 7, 17, 26, 24, 0, 48, 44, 0, 0, 10, 23, 5, 10, 19, 0, 7, 31, 54, 5, 0, 0, 18, 36, 28, 7, 0, 30, 23, 33, 31, 1, 9, 31, 41, 47, 29, 1, 47, 8, 6, 48, 9, 32, 34, 43, 45, 43, 31, 51, 3, 9, 41, 15, 18, 17, 14, 21, 19, 49, 8, 0, SU
0, 0, 1, 0, 0, 0, 0, 0, 6, 34, 27, 37, 37, 3, 0, 0, 33, 2, 19, 36, 32, 39, 16, 0, 0, 0, 0, 6, 33, 13, 42, 8, 1, 0, 0, 0, 0, 0, 1, 7, 22, 54, 23, 34, 68, 47, 25, 31, 67, 72, 15, 28, 47, 50, 39, 61, 60, 47, 45, 59, 41, 54, 50, 30, 56, 39, 48, 34, 47, 40, 31, 26, 54, 30, 14, 39, 32, 9, 27, 23, 21, 34, 34, 25, 23, 30, 26, 19, 36, 40, 64, 55, 41, 33, 4, 27, 30, 23, 20, 3, 44, 54, 55, 46, 16, 13, 35, 28, 25, 45, 15, 16, 47, 46, 30, 17, 41, 17, 23, 28, 22, 47, 16, 42, 37, 18, 18, 45, 26, HA
0, 0, 0, 0, 0, 0, 0, 0, 15, 25, 39, 15, 0, 0, 0, 0, 16, 22, 3, 1, 26, 7, 0, 0, 0, 0, 0, 0, 35, 15, 18, 1, 0, 0, 0, 0, 0, 0, 0, 5, 19, 36, 14, 66, 66, 46, 3, 63, 47, 46, 38, 50, 57, 51, 30, 55, 31, 74, 35, 46, 37, 48, 37, 58, 44, 31, 52, 38, 25, 37, 20, 22, 41, 30, 17, 18, 30, 6, 54, 0, 49, 41, 39, 12, 33, 3, 26, 25, 32, 44, 14, 30, 32, 21, 2, 31, 0, 18, 3, 5, 24, 77, 50, 18, 4, 13, 18, 0, 9, 37, 11, 57, 64, 58, 35, 0, 41, 7, 0, 9, 49, 11, 7, 47, 36, 4, 14, 46, 16, NE
0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 18, 40, 22, 0, 0, 1, 39, 3, 21, 18, 62, 28, 3, 0, 0, 0, 0, 10, 36, 6, 50, 32, 2, 0, 0, 0, 2, 8, 4, 9, 13, 66, 13, 53, 72, 54, 14, 61, 76, 63, 4, 21, 59, 45, 53, 58, 58, 54, 41, 56, 42, 54, 44, 30, 49, 31, 31, 25, 49, 30, 30, 31, 34, 35, 18, 49, 43, 9, 44, 2, 41, 21, 28, 15, 23, 22, 15, 37, 51, 53, 75, 58, 65, 50, 0, 46, 12, 24, 8, 14, 49, 61, 62, 30, 0, 0, 49, 19, 17, 34, 5, 22, 49, 14, 7, 0, 18, 32, 21, 28, 24, 31, 21, 30, 37, 9, 0, 35, 19, SA
0, 0, 0, 0, 0, 0, 0, 0, 27, 13, 4, 41, 38, 42, 47, 37, 22, 18, 51, 41, 13, 52, 3, 8, 0, 5, 0, 1, 28, 21, 44, 32, 6, 26, 14, 0, 12, 33, 23, 22, 10, 35, 5, 52, 60, 57, 0, 44, 51, 50, 30, 22, 55, 55, 48, 57, 35, 72, 48, 54, 60, 39, 38, 42, 41, 28, 14, 33, 29, 46, 43, 26, 23, 50, 14, 20, 25, 29, 60, 0, 49, 42, 44, 7, 46, 23, 7, 5, 19, 27, 63, 59, 18, 11, 5, 17, 17, 15, 13, 0, 20, 44, 42, 13, 1, 26, 20, 7, 12, 50, 6, 32, 27, 38, 2, 11, 37, 17, 5, 14, 19, 26, 2, 46, 23, 1, 37, 10, 16, SU
0, 0, 0, 0, 1, 0, 0, 0, 13, 54, 22, 16, 11, 4, 3, 15, 13, 9, 39, 44, 12, 0, 0, 0, 2, 3, 0, 0, 4, 47, 45, 8, 0, 0, 0, 0, 0, 0, 0, 0, 27, 38, 34, 25, 47, 51, 10, 47, 61, 54, 25, 28, 38, 44, 40, 30, 26, 30, 43, 39, 36, 7, 56, 33, 48, 17, 30, 14, 11, 16, 30, 26, 5, 45, 28, 41, 0, 0, 28, 3, 12, 19, 0, 0, 33, 14, 21, 1, 24, 30, 19, 33, 29, 18, 11, 35, 25, 35, 25, 29, 33, 23, 22, 33, 32, 18, 25, 13, 11, 33, 26, 13, 18, 29, 10, 22, 23, 24, 19, 14, 37, 21, 0, 40, 35, 1, 17, 33, 21, HA
0, 0, 0, 0, 0, 0, 0, 0, 21, 46, 18, 10, 0, 0, 0, 16, 10, 0, 38, 48, 14, 0, 0, 0, 3, 0, 0, 0, 0, 44, 47, 9, 0, 0, 0, 0, 0, 1, 3, 0, 13, 42, 29, 42, 52, 49, 17, 61, 61, 54, 23, 29, 40, 49, 29, 44, 28, 21, 47, 39, 22, 2, 44, 33, 44, 24, 35, 15, 17, 27, 34, 19, 7, 42, 33, 38, 4, 0, 22, 6, 25, 1, 0, 3, 27, 9, 29, 2, 0, 14, 18, 37, 8, 9, 2, 39, 20, 43, 10, 13, 40, 35, 46, 46, 19, 5, 32, 16, 15, 35, 28, 23, 36, 39, 14, 25, 17, 13, 19, 21, 44, 16, 7, 24, 21, 11, 2, 19, 60, NE
0, 0, 0, 0, 0, 0, 0, 0, 48, 13, 4, 0, 0, 0, 0, 0, 12, 7, 6, 41, 14, 0, 0, 0, 0, 0, 1, 0, 1, 0, 38, 30, 3, 5, 1, 0, 1, 0, 6, 4, 21, 58, 38, 47, 24, 31, 29, 53, 39, 41, 35, 34, 59, 31, 29, 36, 14, 34, 45, 21, 31, 15, 26, 41, 33, 14, 35, 34, 25, 39, 38, 25, 4, 38, 16, 25, 8, 0, 25, 0, 26, 11, 7, 12, 28, 28, 30, 12, 0, 20, 34, 25, 18, 8, 1, 41, 6, 21, 4, 22, 46, 24, 28, 37, 25, 7, 24, 13, 14, 29, 31, 19, 31, 29, 21, 27, 9, 47, 9, 11, 30, 17, 17, 32, 34, 0, 6, 12, 61, SA
0, 0, 0, 0, 0, 0, 0, 0, 30, 35, 22, 27, 11, 3, 5, 21, 11, 42, 3, 42, 13, 0, 0, 0, 1, 0, 0, 1, 17, 36, 20, 1, 0, 0, 0, 0, 0, 13, 15, 8, 45, 31, 18, 43, 59, 56, 10, 56, 56, 47, 26, 70, 35, 39, 27, 22, 14, 36, 51, 41, 35, 2, 71, 44, 44, 15, 52, 19, 11, 23, 31, 18, 4, 64, 38, 46, 0, 0, 8, 8, 13, 4, 0, 1, 41, 30, 17, 0, 0, 9, 30, 38, 5, 4, 3, 53, 29, 47, 0, 0, 16, 41, 30, 40, 10, 25, 19, 18, 17, 29, 0, 36, 35, 43, 26, 21, 29, 20, 15, 23, 39, 0, 13, 34, 31, 14, 11, 39, 26, SU
0, 0, 0, 0, 0, 0, 0, 0, 50, 5, 0, 11, 0, 12, 25, 17, 6, 11, 3, 11, 1, 23, 36, 1, 0, 0, 0, 0, 27, 0, 0, 26, 10, 2, 0, 0, 0, 0, 0, 24, 0, 1, 34, 40, 65, 44, 7, 39, 61, 46, 26, 15, 11, 24, 30, 44, 34, 20, 38, 50, 54, 5, 29, 53, 22, 22, 32, 20, 0, 5, 33, 33, 9, 41, 41, 24, 0, 0, 11, 2, 5, 14, 4, 0, 27, 7, 16, 0, 41, 20, 63, 59, 28, 55, 2, 16, 2, 34, 3, 35, 66, 55, 47, 65, 35, 2, 32, 1, 19, 24, 0, 26, 33, 38, 24, 0, 32, 18, 16, 10, 44, 20, 11, 50, 44, 13, 1, 37, 23, HA
0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 9, 2, 13, 12, 11, 5, 19, 0, 0, 7, 29, 15, 0, 0, 0, 0, 0, 18, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 22, 0, 19, 16, 44, 61, 31, 13, 49, 57, 42, 26, 3, 33, 0, 31, 56, 40, 5, 49, 48, 34, 3, 34, 64, 0, 11, 31, 19, 1, 17, 42, 17, 0, 46, 60, 6, 0, 0, 21, 2, 17, 0, 0, 0, 32, 15, 20, 1, 0, 17, 57, 53, 9, 0, 1, 29, 8, 24, 0, 5, 38, 67, 61, 29, 6, 5, 29, 0, 27, 12, 9, 18, 46, 36, 13, 0, 41, 4, 13, 4, 45, 9, 0, 5, 7, 0, 1, 31, 16, NE
