@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	cpt_16	NUMERIC
@ATTRIBUTE	cpt_17	NUMERIC
@ATTRIBUTE	cpt_18	NUMERIC
@ATTRIBUTE	cpt_19	NUMERIC
@ATTRIBUTE	cpt_20	NUMERIC
@ATTRIBUTE	cpt_21	NUMERIC
@ATTRIBUTE	cpt_22	NUMERIC
@ATTRIBUTE	cpt_23	NUMERIC
@ATTRIBUTE	cpt_24	NUMERIC
@ATTRIBUTE	cpt_25	NUMERIC
@ATTRIBUTE	cpt_26	NUMERIC
@ATTRIBUTE	cpt_27	NUMERIC
@ATTRIBUTE	cpt_28	NUMERIC
@ATTRIBUTE	cpt_29	NUMERIC
@ATTRIBUTE	cpt_30	NUMERIC
@ATTRIBUTE	cpt_31	NUMERIC
@ATTRIBUTE	cpt_32	NUMERIC
@ATTRIBUTE	cpt_33	NUMERIC
@ATTRIBUTE	cpt_34	NUMERIC
@ATTRIBUTE	cpt_35	NUMERIC
@ATTRIBUTE	cpt_36	NUMERIC
@ATTRIBUTE	cpt_37	NUMERIC
@ATTRIBUTE	cpt_38	NUMERIC
@ATTRIBUTE	cpt_39	NUMERIC
@ATTRIBUTE	cpt_40	NUMERIC
@ATTRIBUTE	cpt_41	NUMERIC
@ATTRIBUTE	cpt_42	NUMERIC
@ATTRIBUTE	cpt_43	NUMERIC
@ATTRIBUTE	cpt_44	NUMERIC
@ATTRIBUTE	cpt_45	NUMERIC
@ATTRIBUTE	cpt_46	NUMERIC
@ATTRIBUTE	cpt_47	NUMERIC
@ATTRIBUTE	cpt_48	NUMERIC
@ATTRIBUTE	cpt_49	NUMERIC
@ATTRIBUTE	cpt_50	NUMERIC
@ATTRIBUTE	cpt_51	NUMERIC
@ATTRIBUTE	cpt_52	NUMERIC
@ATTRIBUTE	cpt_53	NUMERIC
@ATTRIBUTE	cpt_54	NUMERIC
@ATTRIBUTE	cpt_55	NUMERIC
@ATTRIBUTE	cpt_56	NUMERIC
@ATTRIBUTE	cpt_57	NUMERIC
@ATTRIBUTE	cpt_58	NUMERIC
@ATTRIBUTE	cpt_59	NUMERIC
@ATTRIBUTE	cpt_60	NUMERIC
@ATTRIBUTE	cpt_61	NUMERIC
@ATTRIBUTE	cpt_62	NUMERIC
@ATTRIBUTE	cpt_63	NUMERIC
@ATTRIBUTE	cpt_64	NUMERIC
@ATTRIBUTE	cpt_65	NUMERIC
@ATTRIBUTE	cpt_66	NUMERIC
@ATTRIBUTE	cpt_67	NUMERIC
@ATTRIBUTE	cpt_68	NUMERIC
@ATTRIBUTE	cpt_69	NUMERIC
@ATTRIBUTE	cpt_70	NUMERIC
@ATTRIBUTE	cpt_71	NUMERIC
@ATTRIBUTE	cpt_72	NUMERIC
@ATTRIBUTE	cpt_73	NUMERIC
@ATTRIBUTE	cpt_74	NUMERIC
@ATTRIBUTE	cpt_75	NUMERIC
@ATTRIBUTE	cpt_76	NUMERIC
@ATTRIBUTE	cpt_77	NUMERIC
@ATTRIBUTE	cpt_78	NUMERIC
@ATTRIBUTE	cpt_79	NUMERIC
@ATTRIBUTE	cpt_80	NUMERIC
@ATTRIBUTE	cpt_81	NUMERIC
@ATTRIBUTE	cpt_82	NUMERIC
@ATTRIBUTE	cpt_83	NUMERIC
@ATTRIBUTE	cpt_84	NUMERIC
@ATTRIBUTE	cpt_85	NUMERIC
@ATTRIBUTE	cpt_86	NUMERIC
@ATTRIBUTE	cpt_87	NUMERIC
@ATTRIBUTE	cpt_88	NUMERIC
@ATTRIBUTE	cpt_89	NUMERIC
@ATTRIBUTE	cpt_90	NUMERIC
@ATTRIBUTE	cpt_91	NUMERIC
@ATTRIBUTE	cpt_92	NUMERIC
@ATTRIBUTE	cpt_93	NUMERIC
@ATTRIBUTE	cpt_94	NUMERIC
@ATTRIBUTE	cpt_95	NUMERIC
@ATTRIBUTE	cpt_96	NUMERIC
@ATTRIBUTE	cpt_97	NUMERIC
@ATTRIBUTE	cpt_98	NUMERIC
@ATTRIBUTE	cpt_99	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 14, 7, 5, 2, 5, 10, 13, 13, 0, 9, 17, 14, 3, 7, 18, 20, 23, 14, 0, 3, 42, 30, 7, 6, 30, 46, 49, 7, 1, 26, 39, 49, 49, 38, 41, 49, 45, 38, 34, 18, 58, 52, 52, 16, 67, 35, 58, 10, 45, 16, 20, 25, 29, 32, 34, 17, 17, 11, 49, 17, 22, 9, 53, 46, 62, 7, 17, 31, 61, 27, 18, 27, 38, 42, 35, 42, 20, 51, 7, 52, 19, 57, 59, 82, 88, 68, 25, 47, 1, 46, 30, 43, 41, 79, 62, 34, 40, 37, AN
0, 0, 0, 0, 0, 0, 0, 0, 4, 22, 15, 15, 14, 5, 11, 24, 11, 46, 0, 6, 16, 12, 7, 8, 4, 15, 21, 41, 0, 21, 56, 50, 21, 31, 19, 41, 50, 43, 23, 23, 72, 55, 68, 50, 75, 62, 47, 58, 62, 31, 22, 20, 32, 26, 50, 24, 37, 31, 55, 29, 15, 26, 45, 23, 48, 15, 12, 31, 8, 59, 14, 19, 45, 9, 42, 19, 24, 43, 0, 45, 17, 39, 64, 54, 68, 9, 26, 43, 4, 29, 24, 28, 51, 45, 61, 45, 26, 39, 21, 27, 24, 25, 34, 44, 35, 29, 25, 29, AN
0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 14, 10, 14, 8, 7, 11, 11, 26, 3, 5, 18, 10, 5, 16, 12, 16, 5, 39, 1, 6, 37, 18, 25, 8, 29, 7, 9, 27, 49, 22, 83, 83, 58, 43, 62, 91, 69, 38, 57, 35, 25, 35, 60, 13, 59, 33, 47, 40, 34, 51, 12, 14, 54, 9, 39, 8, 6, 44, 1, 51, 16, 40, 58, 24, 60, 34, 18, 66, 0, 38, 24, 21, 48, 26, 33, 29, 31, 38, 2, 26, 24, 38, 88, 59, 102, 42, 39, 39, 19, 28, 39, 33, 66, 79, 64, 48, 37, 9, AN
0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 21, 8, 14, 8, 12, 11, 8, 32, 0, 5, 22, 11, 11, 13, 10, 19, 8, 35, 36, 10, 49, 37, 15, 20, 13, 22, 11, 30, 51, 38, 62, 86, 63, 57, 64, 92, 74, 49, 65, 33, 23, 21, 41, 23, 48, 23, 46, 39, 16, 59, 14, 13, 60, 18, 47, 9, 11, 47, 0, 46, 20, 22, 49, 12, 42, 19, 30, 56, 0, 33, 24, 38, 56, 48, 51, 11, 35, 45, 10, 21, 34, 32, 64, 52, 63, 33, 48, 17, 18, 24, 46, 34, 49, 67, 44, 18, 39, 14, AN
0, 0, 0, 0, 0, 0, 0, 0, 9, 46, 5, 16, 20, 36, 58, 58, 35, 2, 12, 50, 2, 14, 26, 30, 46, 56, 56, 58, 29, 19, 13, 41, 44, 29, 30, 28, 39, 61, 46, 2, 59, 61, 53, 18, 70, 61, 45, 12, 48, 7, 9, 29, 37, 22, 37, 34, 22, 5, 34, 36, 8, 12, 20, 19, 33, 16, 22, 18, 45, 45, 1, 17, 55, 16, 54, 23, 25, 24, 43, 66, 16, 18, 10, 31, 27, 32, 23, 25, 36, 43, 43, 41, 41, 50, 45, 29, 25, 26, 22, 55, 69, 24, 11, 25, 16, 22, 37, 31, AN
0, 0, 0, 0, 0, 0, 0, 0, 9, 39, 8, 6, 10, 52, 55, 49, 37, 5, 6, 53, 0, 4, 11, 30, 63, 43, 15, 27, 26, 12, 11, 31, 23, 51, 25, 40, 72, 51, 42, 3, 54, 61, 56, 11, 56, 36, 36, 60, 52, 1, 3, 26, 42, 13, 23, 27, 11, 2, 58, 15, 4, 6, 12, 7, 33, 7, 2, 7, 35, 38, 0, 9, 47, 6, 49, 10, 10, 12, 24, 38, 0, 11, 7, 28, 17, 10, 3, 17, 10, 47, 29, 31, 39, 41, 33, 9, 24, 8, 12, 29, 52, 11, 3, 14, 6, 1, 33, 43, AN
0, 0, 0, 0, 0, 0, 0, 0, 16, 10, 22, 33, 19, 17, 33, 29, 23, 26, 18, 24, 14, 19, 15, 25, 29, 60, 60, 17, 9, 23, 22, 29, 30, 23, 19, 22, 19, 35, 7, 37, 36, 57, 60, 50, 58, 55, 44, 40, 7, 39, 70, 50, 62, 27, 46, 27, 48, 18, 5, 37, 3, 14, 38, 17, 19, 23, 6, 6, 10, 41, 20, 6, 68, 40, 58, 7, 24, 14, 27, 40, 24, 28, 27, 38, 22, 28, 17, 17, 23, 43, 19, 38, 70, 82, 57, 42, 35, 35, 29, 45, 39, 43, 25, 37, 20, 41, 20, 48, AN
0, 0, 0, 0, 0, 0, 0, 0, 36, 22, 20, 15, 7, 5, 10, 9, 34, 60, 44, 26, 17, 14, 11, 6, 7, 17, 12, 53, 61, 25, 69, 58, 19, 16, 11, 35, 28, 31, 55, 8, 52, 63, 60, 18, 71, 57, 51, 41, 49, 26, 51, 65, 66, 21, 60, 72, 52, 38, 56, 15, 14, 32, 53, 22, 39, 30, 27, 10, 65, 25, 15, 48, 62, 54, 69, 23, 20, 51, 13, 38, 22, 20, 27, 45, 29, 24, 35, 47, 15, 40, 19, 49, 87, 77, 79, 22, 21, 58, 53, 42, 21, 30, 35, 46, 36, 21, 20, 4, DI
0, 0, 0, 0, 0, 0, 0, 0, 32, 30, 21, 10, 1, 4, 3, 9, 22, 49, 46, 30, 11, 12, 6, 5, 10, 10, 8, 48, 57, 32, 70, 64, 25, 21, 16, 41, 34, 32, 57, 4, 46, 70, 68, 12, 71, 58, 48, 41, 48, 31, 43, 58, 68, 15, 63, 61, 53, 36, 47, 16, 13, 24, 51, 16, 42, 28, 27, 8, 53, 29, 13, 50, 56, 55, 69, 30, 21, 45, 15, 37, 13, 18, 52, 49, 47, 20, 25, 49, 19, 34, 25, 50, 75, 69, 76, 13, 20, 49, 49, 38, 17, 25, 34, 43, 33, 16, 27, 19, DI
0, 0, 0, 0, 0, 0, 0, 0, 17, 19, 20, 27, 19, 24, 37, 8, 38, 5, 11, 13, 9, 16, 6, 13, 24, 22, 26, 22, 0, 8, 37, 21, 22, 7, 30, 11, 12, 37, 11, 13, 70, 98, 51, 52, 59, 89, 58, 21, 26, 24, 28, 20, 63, 26, 65, 43, 57, 36, 58, 35, 16, 7, 45, 15, 24, 10, 10, 52, 30, 34, 17, 34, 61, 33, 49, 24, 21, 68, 8, 47, 18, 29, 32, 46, 44, 22, 56, 8, 12, 37, 16, 30, 65, 31, 67, 34, 50, 7, 19, 27, 27, 35, 35, 59, 49, 37, 38, 16, DI
0, 0, 0, 0, 0, 0, 0, 0, 4, 32, 5, 8, 18, 2, 4, 11, 13, 45, 2, 7, 12, 11, 8, 15, 13, 18, 4, 47, 0, 10, 29, 10, 16, 15, 20, 13, 7, 33, 37, 28, 78, 94, 54, 48, 63, 97, 69, 25, 48, 40, 35, 30, 62, 19, 57, 38, 52, 43, 49, 34, 13, 14, 43, 18, 31, 8, 5, 50, 7, 57, 9, 26, 47, 22, 45, 26, 20, 52, 0, 37, 8, 27, 48, 63, 34, 13, 34, 39, 1, 16, 22, 28, 72, 56, 102, 29, 36, 26, 18, 24, 24, 24, 44, 60, 39, 30, 44, 9, DI
0, 0, 0, 0, 0, 0, 0, 0, 1, 27, 3, 11, 11, 5, 5, 13, 8, 41, 5, 13, 12, 14, 8, 17, 13, 18, 5, 41, 0, 17, 23, 10, 22, 7, 29, 9, 3, 23, 18, 26, 76, 96, 55, 44, 58, 94, 68, 35, 60, 40, 30, 28, 66, 16, 64, 44, 49, 48, 55, 33, 12, 8, 43, 13, 26, 6, 5, 48, 18, 48, 17, 28, 56, 19, 51, 25, 15, 54, 0, 38, 18, 17, 49, 70, 38, 19, 31, 39, 2, 32, 23, 41, 72, 52, 105, 32, 45, 31, 21, 20, 25, 22, 40, 63, 35, 34, 45, 7, DI
0, 0, 0, 0, 0, 0, 0, 0, 13, 28, 27, 31, 32, 24, 20, 31, 30, 51, 14, 22, 27, 25, 30, 23, 26, 35, 35, 49, 68, 36, 23, 46, 40, 36, 42, 59, 50, 42, 61, 55, 72, 58, 63, 32, 57, 36, 44, 63, 50, 37, 51, 43, 60, 24, 59, 75, 62, 43, 54, 26, 50, 49, 59, 14, 46, 20, 15, 19, 65, 28, 25, 32, 48, 2, 46, 34, 33, 38, 36, 28, 40, 34, 81, 40, 84, 42, 37, 25, 15, 49, 37, 35, 65, 54, 81, 49, 46, 33, 10, 51, 33, 39, 25, 66, 31, 30, 27, 56, DI
0, 0, 0, 0, 0, 0, 0, 0, 9, 24, 31, 29, 28, 24, 13, 27, 26, 37, 10, 18, 20, 23, 31, 13, 22, 33, 30, 33, 68, 34, 21, 48, 39, 40, 41, 60, 56, 36, 56, 56, 69, 58, 60, 22, 52, 47, 29, 65, 58, 37, 45, 55, 58, 16, 62, 72, 61, 46, 55, 13, 42, 39, 61, 19, 44, 21, 8, 22, 64, 22, 19, 17, 54, 7, 49, 26, 22, 31, 22, 36, 33, 24, 71, 39, 71, 44, 25, 26, 7, 48, 32, 34, 59, 63, 79, 38, 47, 31, 5, 47, 25, 31, 25, 60, 42, 24, 32, 52, DI
0, 0, 0, 0, 0, 0, 0, 0, 50, 25, 26, 20, 38, 36, 8, 13, 23, 52, 49, 39, 30, 28, 34, 18, 22, 35, 28, 51, 48, 35, 15, 23, 32, 29, 24, 33, 14, 51, 42, 54, 55, 86, 67, 34, 58, 74, 65, 61, 58, 51, 48, 40, 77, 26, 65, 69, 68, 41, 70, 26, 37, 39, 53, 11, 48, 16, 24, 14, 67, 19, 32, 25, 55, 22, 70, 37, 30, 43, 64, 46, 29, 28, 41, 30, 46, 30, 29, 49, 5, 55, 37, 27, 68, 64, 92, 43, 26, 54, 12, 51, 22, 32, 26, 46, 23, 32, 27, 49, DI
0, 0, 0, 0, 0, 0, 0, 0, 52, 17, 24, 26, 45, 8, 7, 16, 26, 61, 39, 33, 23, 37, 26, 15, 23, 47, 24, 39, 51, 34, 20, 40, 26, 31, 35, 47, 35, 48, 50, 55, 58, 72, 52, 27, 51, 56, 53, 77, 69, 23, 36, 61, 73, 14, 61, 59, 53, 45, 58, 17, 29, 38, 55, 32, 31, 36, 14, 38, 57, 18, 38, 24, 47, 17, 50, 28, 44, 54, 42, 53, 36, 21, 61, 30, 49, 14, 35, 56, 7, 59, 22, 36, 66, 57, 48, 41, 12, 58, 13, 45, 33, 46, 22, 45, 36, 52, 43, 41, DI
