@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	cpt_16	NUMERIC
@ATTRIBUTE	cpt_17	NUMERIC
@ATTRIBUTE	cpt_18	NUMERIC
@ATTRIBUTE	cpt_19	NUMERIC
@ATTRIBUTE	cpt_20	NUMERIC
@ATTRIBUTE	cpt_21	NUMERIC
@ATTRIBUTE	cpt_22	NUMERIC
@ATTRIBUTE	cpt_23	NUMERIC
@ATTRIBUTE	cpt_24	NUMERIC
@ATTRIBUTE	cpt_25	NUMERIC
@ATTRIBUTE	cpt_26	NUMERIC
@ATTRIBUTE	cpt_27	NUMERIC
@ATTRIBUTE	cpt_28	NUMERIC
@ATTRIBUTE	cpt_29	NUMERIC
@ATTRIBUTE	cpt_30	NUMERIC
@ATTRIBUTE	cpt_31	NUMERIC
@ATTRIBUTE	cpt_32	NUMERIC
@ATTRIBUTE	cpt_33	NUMERIC
@ATTRIBUTE	cpt_34	NUMERIC
@ATTRIBUTE	cpt_35	NUMERIC
@ATTRIBUTE	cpt_36	NUMERIC
@ATTRIBUTE	cpt_37	NUMERIC
@ATTRIBUTE	cpt_38	NUMERIC
@ATTRIBUTE	cpt_39	NUMERIC
@ATTRIBUTE	cpt_40	NUMERIC
@ATTRIBUTE	cpt_41	NUMERIC
@ATTRIBUTE	cpt_42	NUMERIC
@ATTRIBUTE	cpt_43	NUMERIC
@ATTRIBUTE	cpt_44	NUMERIC
@ATTRIBUTE	cpt_45	NUMERIC
@ATTRIBUTE	cpt_46	NUMERIC
@ATTRIBUTE	cpt_47	NUMERIC
@ATTRIBUTE	cpt_48	NUMERIC
@ATTRIBUTE	cpt_49	NUMERIC
@ATTRIBUTE	cpt_50	NUMERIC
@ATTRIBUTE	cpt_51	NUMERIC
@ATTRIBUTE	cpt_52	NUMERIC
@ATTRIBUTE	cpt_53	NUMERIC
@ATTRIBUTE	cpt_54	NUMERIC
@ATTRIBUTE	cpt_55	NUMERIC
@ATTRIBUTE	cpt_56	NUMERIC
@ATTRIBUTE	cpt_57	NUMERIC
@ATTRIBUTE	cpt_58	NUMERIC
@ATTRIBUTE	cpt_59	NUMERIC
@ATTRIBUTE	cpt_60	NUMERIC
@ATTRIBUTE	cpt_61	NUMERIC
@ATTRIBUTE	cpt_62	NUMERIC
@ATTRIBUTE	cpt_63	NUMERIC
@ATTRIBUTE	cpt_64	NUMERIC
@ATTRIBUTE	cpt_65	NUMERIC
@ATTRIBUTE	cpt_66	NUMERIC
@ATTRIBUTE	cpt_67	NUMERIC
@ATTRIBUTE	cpt_68	NUMERIC
@ATTRIBUTE	cpt_69	NUMERIC
@ATTRIBUTE	cpt_70	NUMERIC
@ATTRIBUTE	cpt_71	NUMERIC
@ATTRIBUTE	cpt_72	NUMERIC
@ATTRIBUTE	cpt_73	NUMERIC
@ATTRIBUTE	cpt_74	NUMERIC
@ATTRIBUTE	cpt_75	NUMERIC
@ATTRIBUTE	cpt_76	NUMERIC
@ATTRIBUTE	cpt_77	NUMERIC
@ATTRIBUTE	cpt_78	NUMERIC
@ATTRIBUTE	cpt_79	NUMERIC
@ATTRIBUTE	cpt_80	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 13, 13, 4, 8, 18, 27, 38, 0, 17, 22, 12, 4, 20, 23, 44, 16, 0, 29, 69, 58, 19, 57, 71, 66, 55, 25, 45, 81, 50, 65, 65, 62, 45, 79, 47, 33, 25, 45, 30, 61, 33, 24, 60, 65, 28, 20, 43, 56, 83, 9, 27, 63, 76, 35, 24, 48, 63, 54, 50, 27, 62, 18, 52, 46, 79, 89, 103, 80, 31, 45, 35, 69, 54, 40, 76, 70, 52, 63, 11, AN
0, 0, 0, 0, 0, 0, 0, 0, 6, 25, 26, 17, 14, 12, 32, 16, 50, 0, 24, 31, 18, 17, 8, 24, 24, 41, 6, 49, 76, 67, 69, 69, 74, 69, 39, 68, 23, 71, 25, 55, 62, 55, 68, 48, 86, 28, 33, 39, 56, 62, 26, 16, 71, 24, 59, 28, 45, 29, 56, 24, 33, 58, 1, 51, 46, 48, 88, 77, 23, 33, 42, 9, 39, 37, 70, 74, 85, 53, 52, 26, 25, 28, 37, 35, 64, 51, 39, 45, 16, AN
0, 0, 0, 0, 0, 0, 0, 0, 3, 37, 10, 16, 15, 14, 19, 14, 35, 2, 19, 11, 8, 16, 12, 18, 16, 38, 25, 40, 90, 62, 44, 51, 74, 64, 18, 70, 38, 72, 69, 52, 90, 44, 63, 38, 65, 45, 21, 50, 29, 49, 43, 7, 82, 12, 61, 38, 70, 35, 74, 35, 42, 70, 0, 48, 36, 63, 55, 63, 43, 60, 22, 7, 33, 29, 96, 85, 112, 61, 60, 19, 37, 30, 56, 54, 81, 73, 61, 42, 19, AN
0, 0, 0, 0, 0, 0, 0, 0, 5, 39, 8, 13, 20, 16, 20, 17, 32, 1, 12, 36, 19, 11, 10, 23, 16, 34, 69, 39, 69, 73, 62, 54, 84, 57, 39, 82, 49, 66, 46, 54, 69, 54, 65, 42, 44, 54, 27, 59, 39, 60, 23, 17, 90, 0, 64, 26, 53, 26, 55, 24, 58, 40, 0, 44, 46, 59, 67, 64, 20, 77, 15, 20, 43, 32, 71, 89, 100, 48, 52, 17, 33, 53, 52, 48, 67, 50, 29, 46, 24, AN
0, 0, 0, 0, 0, 0, 0, 0, 13, 53, 19, 19, 37, 76, 70, 28, 7, 31, 38, 20, 28, 59, 45, 68, 73, 112, 52, 5, 73, 59, 54, 71, 58, 68, 66, 62, 11, 46, 62, 25, 63, 49, 37, 18, 66, 9, 25, 23, 18, 36, 41, 21, 22, 61, 43, 4, 66, 28, 68, 35, 26, 24, 58, 84, 9, 20, 36, 38, 35, 43, 14, 36, 67, 56, 54, 56, 53, 35, 51, 5, 30, 69, 92, 29, 37, 26, 25, 62, 49, AN
0, 0, 0, 0, 0, 0, 0, 0, 14, 48, 6, 12, 46, 80, 62, 36, 0, 22, 44, 3, 7, 49, 66, 73, 61, 65, 41, 6, 70, 71, 48, 53, 40, 67, 94, 55, 7, 39, 55, 22, 51, 26, 28, 18, 77, 1, 14, 23, 7, 33, 26, 8, 10, 60, 28, 2, 48, 18, 61, 16, 5, 16, 27, 54, 3, 13, 33, 25, 11, 9, 38, 13, 76, 23, 46, 47, 37, 11, 42, 20, 18, 42, 73, 11, 16, 7, 7, 48, 46, AN
0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 34, 34, 33, 39, 56, 34, 39, 26, 25, 30, 18, 31, 33, 57, 56, 27, 10, 44, 57, 60, 64, 68, 43, 43, 64, 12, 59, 70, 64, 58, 53, 64, 60, 58, 30, 21, 27, 55, 28, 41, 28, 9, 59, 33, 33, 18, 51, 56, 80, 8, 31, 38, 32, 55, 44, 30, 59, 27, 35, 34, 38, 24, 53, 30, 78, 90, 68, 49, 35, 73, 41, 95, 52, 38, 65, 57, 49, 33, 74, AN
0, 0, 0, 0, 0, 0, 0, 0, 48, 32, 20, 13, 10, 12, 17, 52, 70, 61, 24, 21, 9, 14, 6, 19, 44, 64, 80, 40, 103, 79, 31, 53, 71, 51, 65, 60, 47, 98, 83, 35, 89, 102, 65, 66, 59, 21, 42, 57, 44, 55, 50, 32, 57, 86, 24, 36, 86, 67, 88, 28, 34, 84, 26, 42, 26, 38, 70, 55, 30, 68, 34, 38, 55, 27, 93, 104, 78, 37, 41, 52, 41, 31, 25, 36, 44, 38, 14, 15, 9, DI
0, 0, 0, 0, 0, 0, 0, 0, 48, 31, 20, 9, 7, 7, 13, 33, 68, 58, 37, 15, 5, 7, 10, 15, 33, 67, 84, 37, 107, 84, 30, 54, 81, 58, 58, 53, 45, 99, 88, 37, 93, 90, 66, 62, 52, 22, 37, 51, 41, 58, 48, 26, 53, 78, 23, 32, 84, 64, 87, 33, 39, 80, 29, 37, 21, 64, 87, 78, 25, 52, 44, 36, 58, 26, 79, 72, 70, 32, 40, 47, 43, 19, 15, 37, 40, 32, 8, 21, 23, DI
0, 0, 0, 0, 0, 0, 0, 0, 25, 34, 15, 32, 31, 47, 19, 38, 21, 8, 18, 11, 10, 11, 23, 27, 37, 20, 2, 42, 85, 75, 40, 52, 76, 65, 17, 33, 25, 67, 54, 63, 90, 59, 53, 53, 84, 20, 24, 53, 40, 43, 38, 20, 91, 58, 22, 34, 64, 51, 58, 30, 48, 54, 32, 33, 34, 47, 51, 58, 33, 63, 3, 29, 36, 19, 82, 68, 88, 52, 52, 4, 34, 43, 53, 41, 63, 51, 37, 51, 13, DI
0, 0, 0, 0, 0, 0, 0, 0, 7, 32, 12, 15, 9, 8, 12, 45, 40, 2, 18, 14, 8, 19, 15, 21, 22, 36, 13, 48, 90, 62, 40, 49, 84, 55, 14, 65, 40, 61, 54, 53, 92, 63, 60, 47, 72, 38, 30, 67, 28, 48, 33, 4, 88, 20, 57, 22, 51, 34, 56, 29, 38, 65, 0, 44, 31, 43, 74, 55, 15, 76, 9, 15, 27, 24, 82, 95, 124, 55, 50, 7, 20, 26, 40, 45, 65, 53, 30, 48, 10, DI
0, 0, 0, 0, 0, 0, 0, 0, 10, 24, 14, 13, 10, 8, 16, 31, 37, 1, 25, 9, 16, 16, 13, 19, 12, 43, 1, 52, 80, 67, 37, 57, 82, 52, 13, 65, 36, 62, 53, 56, 86, 57, 65, 44, 91, 29, 27, 65, 24, 45, 34, 4, 81, 33, 47, 30, 62, 29, 64, 31, 31, 73, 0, 46, 30, 48, 81, 65, 22, 76, 10, 11, 34, 27, 87, 100, 122, 57, 54, 12, 23, 22, 39, 35, 63, 41, 39, 51, 11, DI
0, 0, 0, 0, 0, 0, 0, 0, 16, 45, 33, 41, 35, 29, 47, 38, 55, 28, 33, 46, 49, 30, 44, 55, 33, 62, 99, 75, 75, 73, 56, 64, 91, 83, 104, 60, 59, 66, 58, 53, 78, 46, 63, 64, 67, 47, 69, 66, 41, 67, 61, 45, 57, 79, 39, 39, 72, 16, 52, 42, 51, 68, 54, 39, 40, 91, 61, 97, 50, 48, 56, 35, 48, 55, 62, 108, 105, 67, 36, 56, 17, 62, 57, 48, 59, 39, 49, 61, 33, DI
0, 0, 0, 0, 0, 0, 0, 0, 11, 37, 40, 41, 32, 19, 39, 28, 48, 27, 33, 36, 43, 28, 34, 47, 29, 55, 86, 81, 73, 71, 45, 66, 87, 76, 88, 68, 57, 67, 51, 51, 79, 72, 61, 65, 65, 37, 67, 73, 44, 64, 52, 41, 56, 76, 26, 24, 58, 30, 55, 37, 39, 69, 45, 30, 40, 80, 55, 83, 49, 41, 57, 26, 47, 42, 61, 105, 117, 49, 43, 58, 9, 58, 51, 41, 54, 36, 36, 53, 30, DI
0, 0, 0, 0, 0, 0, 0, 0, 63, 35, 30, 45, 46, 19, 25, 30, 90, 64, 42, 34, 48, 21, 25, 47, 29, 67, 63, 50, 64, 81, 60, 69, 87, 57, 83, 84, 58, 88, 66, 55, 78, 74, 83, 77, 85, 44, 50, 69, 41, 56, 46, 46, 55, 82, 29, 30, 63, 49, 78, 42, 44, 73, 68, 59, 36, 62, 35, 80, 38, 44, 61, 9, 71, 47, 63, 83, 89, 47, 41, 51, 12, 60, 36, 40, 54, 36, 58, 49, 36, DI
0, 0, 0, 0, 0, 0, 0, 0, 58, 35, 35, 53, 18, 17, 26, 55, 84, 61, 26, 38, 47, 17, 26, 50, 38, 97, 75, 53, 66, 70, 59, 62, 86, 64, 93, 89, 30, 92, 69, 45, 72, 63, 69, 76, 79, 23, 46, 58, 60, 50, 63, 35, 74, 74, 23, 52, 62, 19, 66, 42, 50, 77, 64, 62, 28, 67, 35, 69, 24, 48, 68, 16, 80, 42, 71, 75, 63, 64, 62, 26, 16, 51, 57, 34, 51, 41, 59, 74, 25, DI
0, 0, 0, 0, 0, 0, 0, 0, 59, 41, 34, 49, 17, 13, 26, 57, 81, 45, 17, 45, 40, 12, 24, 50, 44, 95, 76, 41, 79, 66, 67, 64, 87, 57, 96, 94, 36, 83, 58, 39, 74, 56, 76, 82, 62, 26, 39, 57, 55, 58, 62, 33, 69, 68, 29, 43, 61, 24, 75, 41, 46, 83, 66, 54, 23, 66, 38, 65, 17, 45, 67, 26, 81, 44, 76, 76, 58, 63, 67, 26, 12, 52, 57, 27, 61, 45, 61, 79, 28, DI
0, 0, 0, 0, 0, 0, 0, 0, 60, 40, 29, 37, 34, 37, 45, 51, 54, 51, 57, 32, 35, 48, 43, 54, 58, 52, 56, 67, 46, 64, 49, 74, 64, 59, 102, 86, 80, 66, 70, 37, 87, 87, 67, 74, 84, 27, 44, 73, 35, 52, 34, 29, 72, 44, 49, 21, 87, 39, 82, 43, 48, 57, 6, 58, 22, 81, 56, 88, 23, 62, 11, 12, 44, 40, 39, 98, 54, 45, 62, 10, 6, 44, 23, 45, 50, 32, 35, 44, 10, DI
0, 0, 0, 0, 0, 0, 0, 0, 13, 36, 36, 45, 45, 51, 42, 53, 67, 23, 35, 41, 48, 38, 49, 56, 39, 68, 78, 47, 67, 82, 47, 75, 99, 69, 89, 71, 62, 65, 53, 61, 91, 58, 90, 90, 72, 24, 62, 60, 50, 59, 46, 35, 81, 67, 38, 31, 76, 44, 57, 46, 66, 44, 41, 35, 25, 85, 66, 90, 48, 66, 7, 13, 57, 40, 66, 102, 93, 37, 74, 17, 4, 56, 38, 53, 61, 27, 58, 51, 15, DI
0, 0, 0, 0, 0, 0, 0, 0, 38, 27, 19, 11, 9, 3, 16, 51, 72, 54, 37, 16, 7, 3, 8, 17, 39, 63, 82, 41, 103, 77, 24, 51, 75, 47, 54, 69, 47, 91, 93, 29, 92, 96, 54, 59, 73, 21, 46, 53, 35, 65, 55, 28, 60, 67, 33, 34, 92, 63, 90, 35, 35, 74, 13, 56, 25, 57, 95, 72, 32, 50, 40, 31, 57, 31, 78, 74, 76, 21, 38, 56, 53, 23, 17, 29, 38, 21, 9, 5, 2, DI
0, 0, 0, 0, 0, 0, 0, 0, 65, 46, 23, 8, 5, 11, 8, 62, 52, 65, 26, 23, 6, 2, 3, 10, 20, 79, 49, 68, 62, 82, 41, 80, 56, 51, 94, 23, 57, 82, 77, 36, 72, 71, 56, 91, 58, 26, 24, 51, 50, 67, 51, 17, 75, 54, 27, 27, 59, 40, 73, 31, 30, 71, 4, 57, 20, 46, 46, 69, 32, 16, 64, 8, 47, 39, 47, 60, 74, 48, 29, 37, 15, 70, 39, 44, 72, 68, 63, 45, 60, DI
0, 0, 0, 0, 0, 0, 0, 0, 70, 46, 24, 5, 4, 10, 18, 60, 53, 63, 29, 32, 10, 4, 3, 13, 22, 87, 53, 67, 66, 86, 58, 84, 58, 64, 83, 33, 50, 83, 83, 36, 74, 76, 62, 98, 59, 14, 32, 50, 51, 67, 62, 21, 60, 59, 25, 28, 66, 43, 70, 24, 25, 69, 8, 48, 34, 53, 44, 75, 35, 26, 71, 18, 48, 42, 46, 60, 81, 58, 29, 52, 12, 69, 49, 48, 68, 70, 61, 54, 66, DI
0, 0, 0, 0, 0, 0, 0, 0, 55, 23, 31, 7, 5, 12, 28, 61, 52, 59, 21, 44, 13, 16, 14, 32, 45, 50, 50, 41, 71, 82, 55, 78, 66, 57, 46, 60, 35, 63, 62, 53, 55, 69, 63, 56, 76, 11, 49, 57, 30, 62, 57, 31, 46, 63, 28, 29, 54, 49, 66, 29, 39, 53, 23, 51, 23, 68, 64, 72, 35, 72, 18, 12, 39, 41, 69, 77, 82, 42, 55, 16, 28, 55, 32, 30, 45, 52, 25, 62, 29, DI
0, 0, 0, 0, 0, 0, 0, 0, 54, 25, 32, 9, 6, 17, 25, 61, 48, 59, 22, 39, 12, 11, 7, 35, 49, 45, 54, 36, 76, 84, 52, 80, 65, 61, 47, 45, 44, 62, 53, 43, 60, 64, 54, 58, 72, 20, 49, 56, 28, 66, 54, 28, 61, 70, 16, 32, 53, 47, 68, 26, 40, 59, 21, 46, 21, 62, 66, 69, 41, 57, 26, 10, 40, 31, 80, 82, 90, 38, 51, 17, 15, 67, 29, 42, 35, 45, 22, 56, 44, DI
0, 0, 0, 0, 0, 0, 0, 0, 46, 39, 11, 17, 8, 7, 18, 46, 78, 56, 34, 16, 13, 9, 3, 23, 37, 51, 79, 37, 103, 78, 33, 48, 81, 52, 45, 70, 44, 84, 89, 30, 97, 95, 68, 51, 73, 17, 49, 54, 45, 55, 53, 33, 52, 68, 39, 38, 93, 66, 88, 33, 31, 80, 19, 56, 27, 51, 80, 61, 29, 44, 49, 35, 60, 35, 77, 81, 81, 28, 30, 58, 54, 26, 19, 29, 38, 32, 7, 7, 0, DI
