@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	cpt_16	NUMERIC
@ATTRIBUTE	cpt_17	NUMERIC
@ATTRIBUTE	cpt_18	NUMERIC
@ATTRIBUTE	cpt_19	NUMERIC
@ATTRIBUTE	cpt_20	NUMERIC
@ATTRIBUTE	cpt_21	NUMERIC
@ATTRIBUTE	cpt_22	NUMERIC
@ATTRIBUTE	cpt_23	NUMERIC
@ATTRIBUTE	cpt_24	NUMERIC
@ATTRIBUTE	cpt_25	NUMERIC
@ATTRIBUTE	cpt_26	NUMERIC
@ATTRIBUTE	cpt_27	NUMERIC
@ATTRIBUTE	cpt_28	NUMERIC
@ATTRIBUTE	cpt_29	NUMERIC
@ATTRIBUTE	cpt_30	NUMERIC
@ATTRIBUTE	cpt_31	NUMERIC
@ATTRIBUTE	cpt_32	NUMERIC
@ATTRIBUTE	cpt_33	NUMERIC
@ATTRIBUTE	cpt_34	NUMERIC
@ATTRIBUTE	cpt_35	NUMERIC
@ATTRIBUTE	cpt_36	NUMERIC
@ATTRIBUTE	cpt_37	NUMERIC
@ATTRIBUTE	cpt_38	NUMERIC
@ATTRIBUTE	cpt_39	NUMERIC
@ATTRIBUTE	cpt_40	NUMERIC
@ATTRIBUTE	cpt_41	NUMERIC
@ATTRIBUTE	cpt_42	NUMERIC
@ATTRIBUTE	cpt_43	NUMERIC
@ATTRIBUTE	cpt_44	NUMERIC
@ATTRIBUTE	cpt_45	NUMERIC
@ATTRIBUTE	cpt_46	NUMERIC
@ATTRIBUTE	cpt_47	NUMERIC
@ATTRIBUTE	cpt_48	NUMERIC
@ATTRIBUTE	cpt_49	NUMERIC
@ATTRIBUTE	cpt_50	NUMERIC
@ATTRIBUTE	cpt_51	NUMERIC
@ATTRIBUTE	cpt_52	NUMERIC
@ATTRIBUTE	cpt_53	NUMERIC
@ATTRIBUTE	cpt_54	NUMERIC
@ATTRIBUTE	cpt_55	NUMERIC
@ATTRIBUTE	cpt_56	NUMERIC
@ATTRIBUTE	cpt_57	NUMERIC
@ATTRIBUTE	cpt_58	NUMERIC
@ATTRIBUTE	cpt_59	NUMERIC
@ATTRIBUTE	cpt_60	NUMERIC
@ATTRIBUTE	cpt_61	NUMERIC
@ATTRIBUTE	cpt_62	NUMERIC
@ATTRIBUTE	cpt_63	NUMERIC
@ATTRIBUTE	cpt_64	NUMERIC
@ATTRIBUTE	cpt_65	NUMERIC
@ATTRIBUTE	cpt_66	NUMERIC
@ATTRIBUTE	cpt_67	NUMERIC
@ATTRIBUTE	cpt_68	NUMERIC
@ATTRIBUTE	cpt_69	NUMERIC
@ATTRIBUTE	cpt_70	NUMERIC
@ATTRIBUTE	cpt_71	NUMERIC
@ATTRIBUTE	cpt_72	NUMERIC
@ATTRIBUTE	cpt_73	NUMERIC
@ATTRIBUTE	cpt_74	NUMERIC
@ATTRIBUTE	cpt_75	NUMERIC
@ATTRIBUTE	cpt_76	NUMERIC
@ATTRIBUTE	cpt_77	NUMERIC
@ATTRIBUTE	cpt_78	NUMERIC
@ATTRIBUTE	cpt_79	NUMERIC
@ATTRIBUTE	cpt_80	NUMERIC
@ATTRIBUTE	cpt_81	NUMERIC
@ATTRIBUTE	cpt_82	NUMERIC
@ATTRIBUTE	cpt_83	NUMERIC
@ATTRIBUTE	cpt_84	NUMERIC
@ATTRIBUTE	cpt_85	NUMERIC
@ATTRIBUTE	cpt_86	NUMERIC
@ATTRIBUTE	cpt_87	NUMERIC
@ATTRIBUTE	cpt_88	NUMERIC
@ATTRIBUTE	cpt_89	NUMERIC
@ATTRIBUTE	cpt_90	NUMERIC
@ATTRIBUTE	cpt_91	NUMERIC
@ATTRIBUTE	cpt_92	NUMERIC
@ATTRIBUTE	cpt_93	NUMERIC
@ATTRIBUTE	cpt_94	NUMERIC
@ATTRIBUTE	cpt_95	NUMERIC
@ATTRIBUTE	cpt_96	NUMERIC
@ATTRIBUTE	cpt_97	NUMERIC
@ATTRIBUTE	cpt_98	NUMERIC
@ATTRIBUTE	cpt_99	NUMERIC
@ATTRIBUTE	cpt_100	NUMERIC
@ATTRIBUTE	cpt_101	NUMERIC
@ATTRIBUTE	cpt_102	NUMERIC
@ATTRIBUTE	cpt_103	NUMERIC
@ATTRIBUTE	cpt_104	NUMERIC
@ATTRIBUTE	cpt_105	NUMERIC
@ATTRIBUTE	cpt_106	NUMERIC
@ATTRIBUTE	cpt_107	NUMERIC
@ATTRIBUTE	cpt_108	NUMERIC
@ATTRIBUTE	cpt_109	NUMERIC
@ATTRIBUTE	cpt_110	NUMERIC
@ATTRIBUTE	cpt_111	NUMERIC
@ATTRIBUTE	cpt_112	NUMERIC
@ATTRIBUTE	cpt_113	NUMERIC
@ATTRIBUTE	cpt_114	NUMERIC
@ATTRIBUTE	cpt_115	NUMERIC
@ATTRIBUTE	cpt_116	NUMERIC
@ATTRIBUTE	cpt_117	NUMERIC
@ATTRIBUTE	cpt_118	NUMERIC
@ATTRIBUTE	cpt_119	NUMERIC
@ATTRIBUTE	cpt_120	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 15, 34, 0, 17, 18, 13, 11, 15, 19, 36, 14, 33, 2, 4, 13, 5, 3, 4, 12, 3, 24, 39, 38, 0, 12, 19, 7, 9, 6, 9, 12, 31, 47, 45, 6, 43, 61, 47, 1, 33, 62, 42, 18, 61, 48, 2, 65, 84, 50, 24, 30, 81, 85, 11, 44, 30, 8, 9, 5, 22, 33, 29, 9, 4, 9, 37, 23, 9, 1, 5, 20, 38, 30, 5, 2, 3, 28, 6, 34, 8, 2, 76, 37, 46, 24, 0, 7, 27, 8, 26, 12, 4, 22, 43, 9, 6, 1, 7, 24, 9, 33, 12, 24, 52, 53, 69, 21, 7, 13, 21, 4, 9, 9, 2, 22, 63, 65, 16, 5, 22, 9, FE
0, 0, 0, 0, 0, 0, 0, 0, 12, 37, 0, 9, 20, 11, 15, 21, 24, 35, 19, 35, 5, 4, 11, 7, 7, 7, 4, 8, 23, 33, 33, 0, 14, 11, 16, 14, 7, 5, 8, 21, 47, 40, 5, 40, 60, 50, 5, 33, 64, 47, 20, 70, 45, 3, 59, 89, 43, 21, 20, 82, 86, 18, 43, 36, 7, 12, 11, 26, 37, 27, 8, 4, 7, 38, 27, 8, 3, 6, 25, 37, 24, 2, 0, 4, 27, 8, 35, 5, 4, 66, 27, 49, 28, 0, 5, 25, 6, 30, 13, 6, 23, 37, 15, 7, 1, 5, 28, 8, 34, 11, 20, 44, 57, 63, 17, 9, 4, 25, 7, 12, 17, 4, 31, 57, 71, 25, 2, 21, 13, FE
0, 0, 0, 0, 0, 0, 0, 0, 2, 38, 0, 5, 17, 10, 12, 11, 16, 36, 4, 30, 9, 4, 2, 0, 1, 0, 0, 4, 35, 23, 34, 0, 8, 12, 0, 0, 2, 26, 26, 35, 42, 36, 11, 44, 45, 36, 0, 23, 31, 22, 25, 64, 43, 0, 56, 79, 50, 19, 23, 83, 78, 3, 49, 16, 1, 3, 19, 37, 41, 27, 3, 1, 2, 35, 15, 13, 0, 0, 36, 33, 23, 4, 1, 6, 28, 1, 25, 7, 23, 57, 44, 45, 34, 0, 1, 26, 0, 28, 3, 6, 23, 42, 27, 5, 5, 1, 32, 0, 27, 20, 23, 44, 29, 57, 49, 0, 18, 7, 0, 1, 4, 6, 9, 35, 17, 1, 8, 18, 0, HA
0, 0, 1, 0, 0, 0, 0, 0, 2, 37, 0, 5, 18, 13, 6, 20, 21, 40, 5, 28, 10, 0, 6, 0, 2, 5, 0, 3, 35, 29, 32, 0, 8, 19, 1, 0, 1, 23, 27, 27, 39, 34, 9, 35, 42, 41, 0, 23, 37, 23, 29, 68, 50, 0, 54, 78, 50, 18, 17, 79, 82, 4, 54, 14, 0, 4, 15, 32, 35, 19, 3, 2, 0, 35, 10, 17, 2, 1, 39, 38, 18, 4, 0, 7, 30, 1, 18, 1, 23, 51, 43, 42, 43, 0, 3, 27, 0, 25, 10, 7, 24, 46, 30, 4, 6, 0, 24, 0, 24, 20, 26, 65, 67, 81, 59, 0, 17, 8, 1, 2, 12, 0, 34, 57, 42, 2, 6, 23, 1, HA
0, 0, 0, 0, 0, 0, 0, 0, 10, 35, 0, 6, 17, 8, 10, 21, 16, 42, 3, 21, 17, 0, 8, 0, 0, 1, 3, 0, 22, 33, 31, 0, 13, 28, 4, 0, 7, 41, 46, 28, 54, 38, 9, 39, 30, 36, 2, 14, 16, 10, 25, 64, 27, 2, 45, 82, 43, 30, 16, 88, 85, 14, 49, 30, 2, 9, 12, 21, 49, 22, 1, 1, 0, 37, 7, 10, 1, 0, 18, 50, 33, 4, 0, 1, 32, 3, 25, 6, 0, 63, 60, 43, 37, 0, 11, 24, 0, 27, 10, 2, 1, 31, 7, 3, 4, 0, 23, 0, 23, 7, 10, 52, 25, 42, 53, 0, 2, 25, 0, 3, 2, 3, 16, 43, 44, 4, 0, 21, 6, NE
0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 8, 17, 15, 14, 24, 19, 37, 3, 25, 13, 0, 7, 0, 0, 1, 5, 0, 34, 31, 32, 0, 15, 28, 4, 1, 9, 43, 41, 33, 48, 35, 11, 38, 30, 46, 0, 19, 16, 11, 19, 66, 40, 2, 53, 84, 47, 25, 27, 90, 79, 5, 48, 33, 2, 4, 6, 21, 43, 18, 1, 0, 0, 38, 21, 12, 0, 1, 29, 39, 37, 4, 0, 4, 29, 1, 25, 3, 0, 67, 54, 49, 21, 0, 7, 26, 1, 22, 10, 2, 4, 25, 5, 1, 7, 0, 24, 0, 25, 0, 14, 46, 22, 47, 38, 0, 7, 20, 0, 1, 4, 0, 17, 46, 41, 0, 2, 24, 0, NE
0, 0, 0, 0, 0, 0, 0, 0, 10, 28, 2, 16, 18, 16, 14, 19, 21, 35, 7, 37, 1, 8, 11, 7, 2, 1, 4, 9, 30, 34, 35, 2, 18, 20, 4, 7, 4, 33, 40, 29, 52, 41, 14, 37, 43, 45, 0, 25, 27, 9, 27, 59, 48, 3, 58, 74, 49, 14, 29, 88, 85, 12, 45, 37, 6, 15, 24, 24, 41, 26, 12, 5, 7, 38, 22, 9, 3, 2, 20, 37, 38, 4, 1, 8, 30, 6, 20, 13, 1, 73, 42, 40, 28, 1, 8, 33, 2, 23, 16, 7, 13, 37, 14, 5, 4, 3, 28, 2, 23, 11, 23, 42, 34, 44, 34, 7, 6, 28, 1, 7, 6, 5, 23, 51, 54, 12, 10, 25, 9, NE
0, 0, 0, 0, 0, 0, 0, 0, 3, 32, 0, 13, 14, 11, 18, 19, 25, 28, 19, 31, 5, 5, 13, 15, 13, 9, 6, 13, 25, 36, 32, 0, 12, 19, 19, 3, 11, 30, 28, 23, 51, 36, 5, 43, 41, 43, 1, 33, 41, 28, 23, 68, 44, 4, 51, 83, 45, 32, 22, 75, 81, 16, 47, 25, 3, 7, 6, 27, 41, 30, 13, 4, 0, 33, 23, 10, 5, 5, 23, 40, 32, 5, 0, 6, 23, 4, 29, 10, 1, 71, 42, 45, 31, 0, 6, 25, 6, 21, 13, 5, 15, 45, 8, 6, 2, 4, 25, 4, 31, 7, 24, 50, 35, 54, 39, 7, 7, 30, 2, 6, 16, 9, 26, 53, 60, 11, 5, 26, 13, SA
0, 0, 0, 0, 0, 0, 0, 0, 17, 39, 0, 9, 20, 13, 27, 24, 14, 39, 14, 29, 11, 3, 13, 9, 11, 5, 9, 6, 27, 34, 31, 0, 15, 10, 18, 5, 3, 17, 12, 29, 42, 38, 7, 47, 53, 43, 1, 40, 47, 35, 19, 70, 40, 6, 48, 76, 45, 23, 31, 84, 76, 10, 50, 37, 6, 18, 14, 28, 36, 21, 8, 0, 1, 48, 27, 16, 2, 7, 27, 40, 23, 7, 0, 4, 32, 10, 29, 6, 5, 70, 28, 47, 17, 0, 4, 26, 3, 24, 11, 3, 23, 39, 16, 9, 0, 4, 36, 3, 28, 7, 28, 48, 43, 54, 30, 6, 5, 25, 3, 10, 4, 7, 19, 55, 56, 10, 5, 27, 11, SA
0, 0, 0, 0, 0, 0, 0, 0, 7, 39, 0, 8, 23, 13, 17, 19, 24, 33, 20, 23, 16, 3, 15, 10, 7, 3, 4, 7, 24, 35, 40, 0, 9, 15, 10, 9, 3, 14, 26, 19, 52, 38, 10, 44, 50, 47, 2, 23, 41, 22, 31, 70, 38, 13, 51, 83, 44, 23, 18, 72, 86, 18, 53, 18, 19, 10, 20, 33, 42, 23, 7, 11, 6, 38, 12, 31, 4, 3, 23, 42, 30, 5, 1, 5, 30, 9, 19, 6, 22, 55, 34, 41, 42, 0, 5, 28, 5, 29, 10, 10, 19, 40, 16, 6, 13, 10, 24, 5, 24, 25, 26, 49, 46, 56, 55, 5, 9, 26, 3, 4, 16, 12, 19, 50, 45, 3, 10, 27, 11, SA
0, 0, 0, 0, 0, 0, 0, 0, 5, 39, 0, 9, 18, 11, 11, 16, 22, 38, 15, 13, 27, 1, 15, 4, 3, 13, 6, 3, 27, 35, 30, 8, 14, 25, 9, 9, 7, 38, 44, 17, 61, 28, 12, 41, 37, 51, 1, 22, 28, 20, 25, 70, 24, 20, 49, 86, 37, 33, 10, 77, 83, 16, 50, 21, 16, 11, 7, 17, 42, 34, 5, 1, 4, 40, 11, 31, 3, 4, 19, 42, 34, 2, 0, 5, 30, 12, 32, 8, 2, 60, 43, 36, 30, 0, 4, 29, 5, 26, 14, 2, 7, 29, 8, 2, 0, 4, 24, 4, 29, 9, 13, 43, 52, 58, 25, 6, 7, 28, 6, 3, 18, 3, 21, 33, 67, 25, 1, 21, 7, SU
0, 0, 0, 0, 0, 0, 0, 0, 6, 36, 0, 5, 14, 14, 15, 14, 26, 33, 16, 12, 25, 3, 13, 3, 5, 12, 6, 5, 21, 36, 28, 8, 20, 32, 9, 7, 10, 45, 47, 24, 54, 26, 14, 40, 34, 41, 2, 23, 24, 18, 24, 72, 25, 15, 53, 85, 42, 24, 19, 86, 80, 12, 55, 19, 15, 13, 8, 24, 43, 23, 2, 2, 8, 43, 13, 29, 2, 7, 28, 43, 33, 2, 0, 6, 29, 8, 28, 11, 1, 65, 42, 47, 21, 0, 5, 27, 5, 29, 10, 4, 11, 33, 4, 5, 0, 4, 17, 4, 25, 10, 18, 46, 52, 61, 20, 9, 2, 26, 6, 4, 19, 6, 24, 39, 57, 18, 4, 21, 12, SU
0, 0, 0, 0, 0, 0, 0, 0, 6, 37, 0, 3, 12, 6, 6, 14, 19, 31, 7, 17, 25, 1, 6, 0, 1, 0, 5, 0, 20, 34, 36, 1, 18, 31, 7, 0, 10, 47, 45, 23, 52, 36, 18, 39, 38, 39, 0, 16, 26, 22, 21, 72, 29, 13, 65, 83, 48, 20, 22, 85, 75, 6, 59, 21, 12, 7, 1, 18, 37, 19, 2, 0, 1, 41, 8, 19, 0, 2, 28, 30, 28, 1, 0, 1, 28, 6, 29, 8, 0, 71, 38, 50, 18, 0, 4, 24, 3, 23, 7, 0, 10, 24, 2, 4, 0, 3, 24, 2, 27, 3, 10, 46, 50, 65, 19, 7, 4, 18, 1, 0, 9, 1, 18, 34, 52, 9, 1, 23, 0, SU
0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 7, 4, 15, 9, 1, 12, 22, 19, 1, 7, 9, 0, 15, 2, 6, 0, 0, 1, 24, 8, 10, 0, 5, 22, 23, 1, 0, 0, 7, 27, 17, 9, 7, 36, 66, 60, 14, 18, 60, 68, 42, 33, 14, 3, 39, 73, 41, 46, 28, 47, 46, 16, 49, 14, 2, 20, 39, 25, 35, 38, 41, 35, 14, 52, 24, 7, 7, 0, 24, 23, 14, 5, 1, 12, 57, 29, 4, 6, 15, 49, 35, 19, 49, 13, 40, 45, 19, 0, 17, 28, 18, 49, 24, 40, 12, 31, 33, 20, 16, 7, 27, 38, 50, 57, 47, 7, 34, 3, 0, 13, 0, 4, 18, 47, 47, 8, 38, 21, 10, DI
0, 0, 0, 0, 0, 0, 0, 0, 13, 9, 18, 10, 17, 32, 14, 15, 29, 21, 12, 4, 15, 4, 25, 21, 10, 7, 4, 13, 24, 11, 17, 7, 5, 23, 39, 10, 0, 8, 23, 26, 11, 18, 4, 36, 53, 37, 16, 10, 52, 72, 43, 20, 19, 3, 39, 76, 48, 48, 36, 48, 40, 32, 39, 11, 8, 20, 38, 24, 38, 22, 43, 39, 29, 54, 26, 7, 21, 0, 25, 36, 24, 4, 5, 26, 60, 30, 6, 23, 17, 59, 34, 18, 55, 21, 38, 44, 19, 1, 24, 35, 34, 52, 31, 48, 22, 33, 21, 29, 13, 15, 43, 48, 56, 55, 46, 11, 34, 17, 4, 18, 20, 15, 20, 47, 46, 15, 41, 19, 23, DI
0, 0, 0, 0, 0, 0, 0, 0, 24, 21, 17, 22, 31, 33, 33, 19, 50, 12, 30, 30, 11, 8, 12, 24, 22, 20, 16, 12, 35, 14, 30, 15, 6, 43, 31, 3, 25, 43, 17, 40, 14, 24, 24, 36, 37, 17, 18, 24, 38, 49, 35, 31, 32, 18, 34, 62, 47, 28, 27, 73, 71, 19, 43, 15, 15, 22, 50, 25, 42, 19, 41, 12, 7, 34, 9, 19, 9, 4, 21, 33, 21, 1, 0, 7, 34, 23, 28, 10, 9, 50, 24, 32, 31, 4, 9, 62, 32, 27, 7, 15, 13, 44, 24, 14, 27, 6, 53, 23, 29, 14, 13, 29, 43, 55, 49, 18, 14, 40, 15, 4, 24, 13, 12, 37, 42, 22, 10, 42, 29, FE
0, 0, 0, 0, 0, 0, 0, 0, 27, 18, 10, 8, 15, 20, 6, 10, 41, 11, 33, 22, 16, 1, 6, 7, 16, 9, 8, 6, 48, 18, 16, 14, 5, 39, 25, 0, 25, 42, 22, 37, 8, 25, 21, 40, 45, 19, 18, 14, 43, 43, 34, 42, 27, 13, 49, 76, 51, 29, 20, 74, 67, 20, 37, 12, 11, 6, 34, 18, 29, 23, 27, 9, 0, 42, 15, 15, 5, 0, 24, 26, 24, 1, 0, 0, 45, 24, 24, 2, 8, 50, 39, 39, 51, 1, 5, 59, 26, 18, 5, 20, 4, 21, 9, 17, 26, 1, 53, 16, 18, 15, 8, 38, 67, 60, 67, 19, 22, 32, 8, 4, 24, 8, 7, 41, 41, 11, 6, 46, 20, FE
0, 0, 0, 0, 0, 0, 0, 0, 34, 12, 16, 35, 40, 40, 39, 26, 38, 10, 7, 20, 9, 5, 25, 18, 13, 9, 11, 14, 40, 8, 18, 12, 24, 57, 19, 4, 41, 58, 61, 41, 26, 30, 30, 26, 9, 24, 26, 24, 24, 10, 22, 44, 33, 16, 57, 67, 42, 23, 23, 62, 56, 28, 32, 10, 23, 11, 30, 22, 24, 29, 29, 26, 0, 10, 8, 26, 9, 10, 23, 31, 40, 3, 0, 1, 25, 14, 42, 13, 11, 34, 29, 45, 45, 13, 15, 28, 11, 53, 6, 30, 6, 30, 16, 14, 21, 13, 18, 10, 43, 24, 19, 31, 38, 63, 71, 43, 2, 46, 5, 21, 24, 7, 12, 36, 42, 30, 13, 5, 44, FE
0, 0, 1, 0, 0, 0, 0, 0, 13, 12, 15, 3, 10, 8, 9, 14, 27, 10, 25, 17, 11, 0, 10, 4, 3, 3, 1, 2, 35, 9, 8, 5, 6, 31, 4, 2, 0, 8, 11, 25, 17, 20, 15, 38, 48, 37, 21, 26, 52, 55, 40, 32, 25, 5, 60, 77, 39, 29, 17, 77, 74, 19, 41, 12, 4, 10, 23, 29, 25, 24, 26, 18, 1, 39, 29, 5, 3, 5, 36, 20, 28, 20, 0, 0, 52, 31, 10, 11, 45, 31, 44, 30, 56, 6, 5, 42, 31, 27, 26, 45, 42, 55, 41, 50, 46, 37, 10, 18, 26, 16, 12, 67, 29, 46, 30, 4, 35, 4, 8, 9, 18, 0, 16, 39, 29, 6, 26, 42, 2, HA
0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 10, 4, 7, 8, 9, 12, 18, 31, 12, 17, 10, 1, 8, 2, 4, 1, 0, 4, 38, 17, 14, 7, 7, 38, 12, 9, 1, 11, 22, 14, 30, 27, 12, 33, 29, 39, 24, 23, 46, 44, 39, 32, 26, 0, 54, 79, 39, 25, 25, 72, 75, 25, 32, 24, 1, 15, 16, 26, 29, 17, 21, 13, 5, 41, 30, 9, 7, 2, 34, 20, 30, 20, 0, 0, 52, 35, 17, 6, 43, 28, 43, 31, 51, 10, 6, 38, 19, 25, 27, 36, 39, 31, 35, 44, 42, 28, 12, 20, 26, 7, 4, 22, 56, 57, 24, 16, 38, 5, 5, 5, 20, 0, 11, 10, 6, 1, 16, 46, 6, HA
0, 0, 0, 0, 0, 0, 0, 0, 19, 9, 14, 7, 14, 14, 20, 19, 25, 24, 18, 11, 10, 5, 15, 7, 12, 5, 1, 12, 33, 9, 20, 4, 6, 22, 2, 7, 1, 4, 12, 24, 22, 22, 17, 41, 57, 43, 19, 27, 57, 59, 41, 34, 37, 5, 57, 85, 45, 33, 28, 69, 74, 23, 41, 21, 2, 15, 16, 27, 31, 27, 29, 19, 6, 42, 32, 9, 4, 2, 33, 23, 32, 14, 3, 7, 54, 32, 15, 14, 42, 35, 39, 33, 58, 4, 11, 43, 28, 32, 27, 49, 42, 55, 39, 47, 44, 29, 14, 18, 38, 12, 10, 63, 37, 50, 34, 8, 34, 14, 9, 11, 25, 3, 14, 40, 32, 4, 29, 47, 12, HA
0, 0, 0, 0, 0, 0, 0, 0, 19, 5, 15, 4, 10, 7, 23, 10, 26, 19, 28, 23, 15, 3, 11, 7, 12, 3, 2, 10, 35, 15, 15, 7, 2, 10, 14, 2, 2, 3, 5, 30, 16, 17, 22, 43, 68, 38, 8, 20, 61, 67, 40, 40, 43, 0, 36, 51, 44, 28, 21, 51, 57, 20, 42, 28, 1, 31, 29, 43, 21, 37, 36, 34, 10, 49, 18, 4, 9, 8, 17, 30, 23, 5, 1, 5, 52, 29, 17, 11, 11, 46, 39, 39, 24, 10, 15, 41, 26, 27, 7, 18, 9, 31, 14, 5, 12, 24, 18, 23, 29, 4, 8, 40, 44, 58, 40, 16, 24, 4, 0, 23, 14, 2, 12, 35, 42, 10, 7, 48, 9, NE
0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 10, 3, 5, 9, 6, 13, 15, 23, 13, 10, 7, 0, 7, 3, 4, 0, 2, 9, 30, 12, 13, 4, 4, 14, 5, 1, 0, 11, 16, 12, 24, 30, 15, 48, 68, 46, 9, 21, 47, 56, 43, 31, 29, 2, 43, 64, 47, 25, 19, 55, 67, 26, 43, 22, 0, 25, 21, 39, 22, 24, 28, 19, 8, 40, 23, 3, 1, 3, 13, 27, 17, 4, 0, 2, 43, 27, 17, 1, 9, 46, 40, 41, 37, 11, 8, 44, 31, 14, 3, 9, 6, 32, 12, 3, 13, 5, 22, 16, 26, 0, 11, 36, 47, 60, 40, 4, 25, 6, 0, 17, 10, 0, 11, 43, 49, 6, 1, 42, 8, NE
0, 0, 0, 0, 0, 0, 0, 0, 20, 7, 16, 8, 12, 14, 16, 17, 24, 21, 20, 23, 12, 1, 16, 4, 12, 1, 2, 5, 41, 14, 13, 10, 5, 11, 9, 3, 1, 9, 15, 20, 29, 35, 18, 41, 70, 40, 18, 20, 56, 55, 38, 38, 49, 3, 38, 65, 43, 26, 21, 53, 64, 26, 42, 22, 1, 25, 24, 37, 25, 34, 30, 19, 7, 38, 19, 14, 6, 5, 22, 29, 31, 3, 0, 4, 47, 29, 18, 8, 10, 47, 43, 38, 33, 13, 17, 48, 30, 24, 6, 16, 5, 23, 4, 8, 13, 13, 25, 21, 31, 1, 5, 46, 43, 63, 44, 7, 26, 15, 4, 23, 26, 2, 5, 42, 42, 16, 3, 47, 7, NE
0, 0, 0, 0, 0, 0, 0, 0, 18, 11, 5, 2, 4, 4, 7, 12, 21, 25, 14, 18, 14, 0, 8, 1, 14, 2, 0, 4, 40, 11, 8, 6, 7, 13, 7, 3, 6, 1, 6, 22, 21, 26, 14, 42, 62, 41, 7, 23, 62, 64, 38, 36, 38, 5, 36, 52, 37, 33, 14, 50, 61, 21, 43, 11, 1, 18, 28, 24, 22, 16, 19, 7, 2, 34, 22, 15, 7, 1, 21, 33, 24, 0, 0, 1, 49, 27, 22, 6, 2, 50, 30, 43, 31, 7, 3, 68, 26, 22, 0, 17, 15, 33, 28, 5, 18, 8, 35, 21, 31, 6, 23, 48, 58, 68, 47, 0, 33, 13, 2, 10, 21, 1, 12, 35, 39, 4, 4, 60, 8, SA
0, 0, 1, 0, 0, 0, 0, 0, 25, 19, 31, 2, 6, 4, 5, 14, 28, 33, 36, 33, 20, 2, 10, 2, 6, 0, 0, 2, 42, 23, 17, 3, 5, 14, 15, 1, 0, 0, 2, 23, 36, 35, 8, 41, 60, 45, 4, 26, 58, 62, 35, 56, 32, 1, 39, 47, 42, 32, 15, 53, 59, 18, 42, 14, 2, 16, 28, 22, 34, 17, 13, 6, 7, 56, 27, 15, 8, 0, 22, 35, 32, 1, 0, 6, 61, 33, 18, 9, 6, 48, 48, 39, 29, 9, 12, 41, 31, 29, 2, 8, 7, 28, 12, 4, 13, 23, 12, 19, 29, 6, 11, 49, 59, 74, 42, 1, 36, 4, 4, 5, 17, 3, 13, 34, 32, 8, 21, 37, 7, SA
0, 0, 1, 0, 0, 0, 0, 0, 27, 16, 18, 9, 16, 10, 10, 12, 27, 28, 11, 23, 9, 0, 9, 11, 12, 3, 0, 3, 43, 9, 16, 8, 2, 13, 21, 10, 0, 6, 7, 27, 29, 28, 22, 38, 65, 51, 9, 24, 63, 67, 36, 38, 35, 4, 30, 44, 40, 29, 19, 48, 42, 23, 46, 17, 5, 21, 29, 24, 20, 20, 14, 24, 6, 45, 28, 18, 13, 3, 24, 34, 33, 1, 2, 6, 59, 35, 21, 12, 7, 49, 37, 39, 33, 21, 14, 59, 28, 26, 5, 16, 12, 38, 18, 2, 18, 18, 34, 25, 30, 10, 11, 46, 54, 62, 47, 14, 34, 11, 4, 9, 21, 7, 12, 38, 44, 9, 11, 53, 15, SA
