@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	cpt_16	NUMERIC
@ATTRIBUTE	cpt_17	NUMERIC
@ATTRIBUTE	cpt_18	NUMERIC
@ATTRIBUTE	cpt_19	NUMERIC
@ATTRIBUTE	cpt_20	NUMERIC
@ATTRIBUTE	cpt_21	NUMERIC
@ATTRIBUTE	cpt_22	NUMERIC
@ATTRIBUTE	cpt_23	NUMERIC
@ATTRIBUTE	cpt_24	NUMERIC
@ATTRIBUTE	cpt_25	NUMERIC
@ATTRIBUTE	cpt_26	NUMERIC
@ATTRIBUTE	cpt_27	NUMERIC
@ATTRIBUTE	cpt_28	NUMERIC
@ATTRIBUTE	cpt_29	NUMERIC
@ATTRIBUTE	cpt_30	NUMERIC
@ATTRIBUTE	cpt_31	NUMERIC
@ATTRIBUTE	cpt_32	NUMERIC
@ATTRIBUTE	cpt_33	NUMERIC
@ATTRIBUTE	cpt_34	NUMERIC
@ATTRIBUTE	cpt_35	NUMERIC
@ATTRIBUTE	cpt_36	NUMERIC
@ATTRIBUTE	cpt_37	NUMERIC
@ATTRIBUTE	cpt_38	NUMERIC
@ATTRIBUTE	cpt_39	NUMERIC
@ATTRIBUTE	cpt_40	NUMERIC
@ATTRIBUTE	cpt_41	NUMERIC
@ATTRIBUTE	cpt_42	NUMERIC
@ATTRIBUTE	cpt_43	NUMERIC
@ATTRIBUTE	cpt_44	NUMERIC
@ATTRIBUTE	cpt_45	NUMERIC
@ATTRIBUTE	cpt_46	NUMERIC
@ATTRIBUTE	cpt_47	NUMERIC
@ATTRIBUTE	cpt_48	NUMERIC
@ATTRIBUTE	cpt_49	NUMERIC
@ATTRIBUTE	cpt_50	NUMERIC
@ATTRIBUTE	cpt_51	NUMERIC
@ATTRIBUTE	cpt_52	NUMERIC
@ATTRIBUTE	cpt_53	NUMERIC
@ATTRIBUTE	cpt_54	NUMERIC
@ATTRIBUTE	cpt_55	NUMERIC
@ATTRIBUTE	cpt_56	NUMERIC
@ATTRIBUTE	cpt_57	NUMERIC
@ATTRIBUTE	cpt_58	NUMERIC
@ATTRIBUTE	cpt_59	NUMERIC
@ATTRIBUTE	cpt_60	NUMERIC
@ATTRIBUTE	cpt_61	NUMERIC
@ATTRIBUTE	cpt_62	NUMERIC
@ATTRIBUTE	cpt_63	NUMERIC
@ATTRIBUTE	cpt_64	NUMERIC
@ATTRIBUTE	cpt_65	NUMERIC
@ATTRIBUTE	cpt_66	NUMERIC
@ATTRIBUTE	cpt_67	NUMERIC
@ATTRIBUTE	cpt_68	NUMERIC
@ATTRIBUTE	cpt_69	NUMERIC
@ATTRIBUTE	cpt_70	NUMERIC
@ATTRIBUTE	cpt_71	NUMERIC
@ATTRIBUTE	cpt_72	NUMERIC
@ATTRIBUTE	cpt_73	NUMERIC
@ATTRIBUTE	cpt_74	NUMERIC
@ATTRIBUTE	cpt_75	NUMERIC
@ATTRIBUTE	cpt_76	NUMERIC
@ATTRIBUTE	cpt_77	NUMERIC
@ATTRIBUTE	cpt_78	NUMERIC
@ATTRIBUTE	cpt_79	NUMERIC
@ATTRIBUTE	cpt_80	NUMERIC
@ATTRIBUTE	cpt_81	NUMERIC
@ATTRIBUTE	cpt_82	NUMERIC
@ATTRIBUTE	cpt_83	NUMERIC
@ATTRIBUTE	cpt_84	NUMERIC
@ATTRIBUTE	cpt_85	NUMERIC
@ATTRIBUTE	cpt_86	NUMERIC
@ATTRIBUTE	cpt_87	NUMERIC
@ATTRIBUTE	cpt_88	NUMERIC
@ATTRIBUTE	cpt_89	NUMERIC
@ATTRIBUTE	cpt_90	NUMERIC
@ATTRIBUTE	cpt_91	NUMERIC
@ATTRIBUTE	cpt_92	NUMERIC
@ATTRIBUTE	cpt_93	NUMERIC
@ATTRIBUTE	cpt_94	NUMERIC
@ATTRIBUTE	cpt_95	NUMERIC
@ATTRIBUTE	cpt_96	NUMERIC
@ATTRIBUTE	cpt_97	NUMERIC
@ATTRIBUTE	cpt_98	NUMERIC
@ATTRIBUTE	cpt_99	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 42, 3, 6, 0, 0, 6, 9, 0, 1, 2, 36, 0, 7, 2, 1, 21, 7, 1, 3, 0, 0, 10, 5, 27, 11, 5, 12, 30, 0, 0, 45, 14, 34, 36, 39, 24, 55, 29, 1, 14, 72, 2, 58, 75, 7, 14, 32, 80, 15, 44, 44, 0, 0, 3, 11, 10, 12, 6, 4, 41, 8, 16, 7, 14, 31, 15, 40, 2, 7, 27, 5, 22, 7, 7, 50, 58, 30, 8, 9, 27, 5, 36, 4, 29, 66, 57, 40, 0, 36, 10, 21, 52, 4, 0, 11, 16, 3, 0, 45, 11, NE
0, 0, 0, 0, 0, 0, 0, 0, 42, 3, 6, 0, 0, 6, 9, 0, 1, 2, 36, 0, 7, 2, 1, 21, 7, 1, 3, 0, 0, 10, 5, 27, 11, 5, 12, 30, 0, 0, 45, 14, 34, 36, 39, 24, 55, 29, 1, 14, 72, 2, 58, 75, 7, 14, 32, 80, 15, 44, 44, 0, 0, 3, 11, 10, 12, 6, 4, 41, 8, 16, 7, 14, 31, 15, 40, 2, 7, 27, 5, 22, 7, 7, 50, 58, 30, 8, 9, 27, 5, 36, 4, 29, 66, 57, 40, 0, 36, 10, 21, 52, 4, 0, 11, 16, 3, 0, 45, 11, SA
0, 0, 0, 0, 0, 0, 0, 0, 19, 33, 4, 2, 1, 3, 0, 0, 3, 6, 38, 6, 18, 0, 2, 30, 27, 4, 3, 0, 45, 8, 4, 22, 21, 3, 42, 34, 1, 0, 50, 28, 38, 28, 34, 27, 23, 14, 1, 6, 75, 6, 33, 57, 1, 3, 34, 73, 16, 41, 41, 0, 0, 0, 12, 16, 10, 1, 3, 41, 13, 7, 0, 14, 49, 44, 33, 3, 9, 34, 7, 37, 3, 5, 22, 38, 18, 5, 17, 30, 7, 38, 5, 7, 50, 42, 2, 0, 41, 10, 8, 29, 9, 7, 48, 48, 6, 0, 45, 13, SU
0, 0, 1, 0, 1, 0, 0, 0, 16, 2, 34, 40, 17, 14, 12, 5, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 3, 0, 18, 16, 2, 0, 32, 52, 11, 2, 1, 0, 59, 64, 56, 13, 60, 75, 33, 28, 16, 5, 62, 92, 52, 16, 56, 88, 45, 10, 33, 1, 9, 17, 42, 4, 40, 1, 0, 1, 59, 10, 0, 35, 66, 46, 67, 62, 16, 21, 35, 14, 13, 39, 20, 60, 36, 50, 45, 0, 16, 38, 31, 39, 73, 69, 59, 18, 23, 35, 5, 34, 29, 19, 44, 76, 46, 1, 15, 38, HA
0, 0, 2, 0, 0, 0, 0, 0, 23, 2, 27, 44, 40, 32, 19, 10, 2, 0, 1, 7, 2, 0, 0, 0, 2, 0, 2, 0, 2, 0, 6, 0, 0, 0, 19, 38, 9, 2, 6, 0, 51, 80, 56, 22, 56, 72, 26, 25, 23, 0, 50, 82, 54, 16, 59, 92, 40, 24, 26, 4, 16, 31, 36, 9, 28, 6, 0, 2, 59, 20, 2, 4, 68, 46, 63, 12, 3, 15, 30, 21, 12, 35, 21, 34, 8, 31, 34, 15, 5, 43, 16, 48, 53, 71, 54, 38, 6, 34, 5, 22, 32, 21, 22, 59, 25, 3, 22, 23, NE
0, 0, 0, 0, 0, 0, 0, 0, 39, 1, 17, 40, 39, 45, 30, 15, 1, 0, 1, 6, 8, 0, 0, 0, 0, 0, 3, 0, 0, 1, 8, 0, 0, 0, 4, 23, 7, 2, 13, 0, 44, 69, 51, 23, 62, 75, 28, 25, 23, 5, 48, 69, 54, 11, 62, 94, 43, 21, 25, 21, 17, 41, 33, 17, 24, 11, 0, 5, 60, 29, 1, 13, 57, 33, 54, 27, 7, 23, 25, 24, 12, 43, 38, 43, 20, 37, 22, 12, 4, 36, 20, 35, 60, 74, 72, 43, 10, 33, 11, 11, 51, 29, 50, 73, 30, 20, 26, 28, SA
0, 0, 0, 0, 0, 0, 0, 0, 45, 11, 40, 41, 30, 23, 16, 10, 32, 4, 14, 20, 2, 0, 0, 0, 2, 0, 1, 1, 17, 7, 2, 6, 0, 0, 32, 48, 10, 21, 26, 3, 61, 76, 46, 4, 59, 66, 27, 24, 31, 0, 55, 79, 53, 8, 64, 84, 47, 1, 30, 1, 26, 36, 43, 13, 27, 12, 2, 1, 53, 9, 3, 1, 52, 33, 57, 9, 0, 2, 57, 16, 3, 23, 35, 43, 24, 35, 5, 4, 20, 40, 3, 5, 17, 35, 33, 12, 12, 2, 1, 50, 4, 2, 28, 18, 41, 4, 0, 41, SU
0, 0, 0, 0, 0, 0, 0, 0, 59, 19, 5, 9, 7, 13, 13, 5, 6, 18, 37, 11, 1, 0, 0, 0, 0, 11, 0, 25, 50, 26, 12, 13, 0, 0, 0, 3, 1, 33, 69, 18, 37, 38, 39, 0, 38, 51, 35, 47, 53, 12, 48, 60, 67, 16, 50, 46, 30, 43, 56, 21, 5, 16, 26, 9, 28, 36, 9, 51, 39, 28, 7, 56, 42, 11, 33, 28, 2, 39, 15, 31, 34, 43, 37, 84, 56, 36, 24, 47, 3, 73, 32, 8, 21, 17, 29, 47, 18, 37, 0, 50, 8, 21, 27, 54, 36, 15, 51, 0, HA
0, 0, 1, 0, 0, 0, 0, 0, 46, 6, 0, 5, 3, 8, 16, 5, 0, 0, 44, 20, 0, 2, 0, 0, 1, 6, 0, 15, 65, 24, 33, 12, 0, 0, 0, 1, 7, 15, 62, 15, 48, 59, 37, 5, 35, 47, 39, 6, 66, 1, 30, 51, 48, 12, 46, 41, 34, 0, 38, 12, 0, 18, 25, 11, 18, 39, 9, 14, 34, 21, 0, 4, 20, 1, 33, 1, 3, 40, 15, 43, 8, 30, 51, 57, 52, 14, 2, 54, 2, 54, 32, 21, 35, 33, 25, 23, 11, 53, 0, 31, 21, 2, 39, 57, 17, 0, 40, 11, NE
0, 0, 0, 0, 0, 0, 0, 0, 14, 7, 10, 5, 5, 9, 3, 12, 0, 14, 11, 0, 0, 2, 0, 0, 0, 5, 0, 28, 35, 0, 23, 3, 0, 0, 0, 12, 20, 38, 55, 17, 25, 40, 25, 2, 50, 47, 31, 47, 47, 11, 40, 62, 55, 19, 42, 58, 29, 31, 48, 2, 18, 28, 25, 10, 21, 11, 0, 40, 41, 1, 0, 9, 29, 3, 27, 19, 0, 44, 55, 6, 4, 31, 51, 71, 54, 34, 8, 60, 19, 40, 24, 31, 36, 52, 50, 43, 9, 56, 0, 52, 12, 5, 34, 42, 24, 8, 31, 15, SA
0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 4, 3, 11, 15, 17, 12, 12, 46, 22, 9, 3, 3, 4, 5, 13, 3, 24, 35, 40, 3, 20, 10, 0, 0, 10, 29, 14, 67, 49, 3, 32, 60, 32, 0, 31, 49, 24, 73, 56, 0, 29, 53, 63, 26, 44, 52, 17, 64, 57, 0, 8, 52, 18, 7, 14, 24, 0, 48, 52, 0, 0, 0, 32, 3, 25, 0, 2, 45, 57, 19, 1, 11, 66, 66, 55, 2, 34, 25, 21, 37, 2, 44, 24, 33, 35, 31, 65, 3, 4, 52, 15, 22, 32, 33, 30, 45, 40, 2, SU
0, 0, 0, 0, 0, 0, 0, 0, 16, 34, 51, 6, 0, 0, 0, 7, 26, 11, 4, 21, 0, 0, 0, 0, 0, 0, 32, 18, 24, 0, 11, 9, 0, 2, 23, 26, 6, 23, 54, 51, 69, 70, 50, 60, 43, 30, 59, 68, 75, 44, 38, 66, 54, 40, 40, 60, 45, 41, 42, 41, 28, 48, 46, 29, 23, 26, 38, 26, 6, 26, 52, 56, 23, 0, 72, 50, 14, 31, 1, 21, 1, 9, 66, 91, 38, 4, 2, 32, 0, 24, 20, 37, 67, 71, 55, 13, 30, 19, 0, 6, 61, 1, 36, 55, 16, 1, 51, 13, NE
0, 0, 0, 0, 0, 0, 0, 0, 38, 5, 23, 44, 39, 47, 55, 19, 31, 50, 43, 33, 38, 5, 0, 0, 3, 0, 31, 19, 49, 19, 39, 50, 22, 4, 48, 54, 18, 17, 41, 23, 57, 55, 43, 44, 52, 62, 50, 40, 72, 48, 55, 52, 59, 44, 73, 65, 48, 36, 40, 31, 21, 14, 48, 28, 38, 20, 25, 50, 26, 14, 29, 45, 48, 33, 58, 58, 1, 29, 9, 15, 1, 0, 37, 65, 24, 0, 21, 18, 14, 18, 46, 16, 50, 42, 33, 0, 41, 12, 17, 15, 51, 3, 27, 67, 7, 16, 35, 21, SU
0, 0, 0, 0, 0, 0, 0, 0, 24, 54, 20, 14, 10, 0, 11, 17, 4, 52, 49, 7, 0, 0, 0, 2, 0, 0, 2, 46, 43, 17, 0, 0, 0, 0, 3, 14, 1, 20, 37, 45, 60, 53, 55, 37, 55, 60, 37, 41, 41, 54, 24, 45, 46, 29, 47, 76, 20, 55, 45, 46, 10, 21, 16, 3, 17, 0, 0, 45, 22, 25, 1, 30, 35, 11, 37, 25, 4, 14, 23, 39, 20, 37, 24, 34, 27, 40, 22, 42, 22, 17, 26, 42, 26, 25, 26, 23, 10, 34, 25, 21, 40, 23, 17, 47, 24, 17, 24, 27, HA
0, 0, 0, 0, 0, 0, 0, 0, 31, 46, 16, 6, 0, 0, 8, 21, 1, 42, 51, 9, 0, 0, 0, 2, 0, 0, 0, 31, 51, 19, 0, 0, 0, 0, 16, 32, 0, 16, 44, 54, 61, 51, 48, 50, 54, 47, 36, 37, 41, 43, 27, 62, 43, 38, 50, 58, 8, 50, 45, 41, 20, 14, 18, 12, 14, 0, 3, 43, 18, 41, 4, 0, 50, 17, 30, 4, 1, 20, 26, 45, 2, 10, 40, 13, 41, 39, 4, 49, 23, 18, 23, 47, 30, 46, 36, 34, 4, 29, 21, 25, 45, 16, 19, 47, 19, 7, 14, 55, NE
0, 0, 0, 0, 0, 0, 0, 0, 43, 30, 31, 21, 9, 2, 18, 14, 35, 18, 45, 11, 0, 0, 0, 1, 0, 0, 9, 46, 18, 2, 0, 0, 0, 0, 28, 58, 5, 63, 38, 35, 63, 64, 57, 45, 41, 34, 29, 85, 55, 38, 21, 47, 55, 30, 47, 63, 19, 71, 59, 39, 17, 25, 6, 6, 16, 0, 0, 59, 40, 29, 0, 0, 35, 26, 32, 4, 1, 37, 35, 41, 2, 0, 33, 24, 36, 16, 5, 51, 19, 34, 11, 17, 27, 50, 38, 35, 27, 26, 22, 19, 40, 16, 14, 42, 28, 15, 35, 29, SU
