@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	cpt_16	NUMERIC
@ATTRIBUTE	cpt_17	NUMERIC
@ATTRIBUTE	cpt_18	NUMERIC
@ATTRIBUTE	cpt_19	NUMERIC
@ATTRIBUTE	cpt_20	NUMERIC
@ATTRIBUTE	cpt_21	NUMERIC
@ATTRIBUTE	cpt_22	NUMERIC
@ATTRIBUTE	cpt_23	NUMERIC
@ATTRIBUTE	cpt_24	NUMERIC
@ATTRIBUTE	cpt_25	NUMERIC
@ATTRIBUTE	cpt_26	NUMERIC
@ATTRIBUTE	cpt_27	NUMERIC
@ATTRIBUTE	cpt_28	NUMERIC
@ATTRIBUTE	cpt_29	NUMERIC
@ATTRIBUTE	cpt_30	NUMERIC
@ATTRIBUTE	cpt_31	NUMERIC
@ATTRIBUTE	cpt_32	NUMERIC
@ATTRIBUTE	cpt_33	NUMERIC
@ATTRIBUTE	cpt_34	NUMERIC
@ATTRIBUTE	cpt_35	NUMERIC
@ATTRIBUTE	cpt_36	NUMERIC
@ATTRIBUTE	cpt_37	NUMERIC
@ATTRIBUTE	cpt_38	NUMERIC
@ATTRIBUTE	cpt_39	NUMERIC
@ATTRIBUTE	cpt_40	NUMERIC
@ATTRIBUTE	cpt_41	NUMERIC
@ATTRIBUTE	cpt_42	NUMERIC
@ATTRIBUTE	cpt_43	NUMERIC
@ATTRIBUTE	cpt_44	NUMERIC
@ATTRIBUTE	cpt_45	NUMERIC
@ATTRIBUTE	cpt_46	NUMERIC
@ATTRIBUTE	cpt_47	NUMERIC
@ATTRIBUTE	cpt_48	NUMERIC
@ATTRIBUTE	cpt_49	NUMERIC
@ATTRIBUTE	cpt_50	NUMERIC
@ATTRIBUTE	cpt_51	NUMERIC
@ATTRIBUTE	cpt_52	NUMERIC
@ATTRIBUTE	cpt_53	NUMERIC
@ATTRIBUTE	cpt_54	NUMERIC
@ATTRIBUTE	cpt_55	NUMERIC
@ATTRIBUTE	cpt_56	NUMERIC
@ATTRIBUTE	cpt_57	NUMERIC
@ATTRIBUTE	cpt_58	NUMERIC
@ATTRIBUTE	cpt_59	NUMERIC
@ATTRIBUTE	cpt_60	NUMERIC
@ATTRIBUTE	cpt_61	NUMERIC
@ATTRIBUTE	cpt_62	NUMERIC
@ATTRIBUTE	cpt_63	NUMERIC
@ATTRIBUTE	cpt_64	NUMERIC
@ATTRIBUTE	cpt_65	NUMERIC
@ATTRIBUTE	cpt_66	NUMERIC
@ATTRIBUTE	cpt_67	NUMERIC
@ATTRIBUTE	cpt_68	NUMERIC
@ATTRIBUTE	cpt_69	NUMERIC
@ATTRIBUTE	cpt_70	NUMERIC
@ATTRIBUTE	cpt_71	NUMERIC
@ATTRIBUTE	cpt_72	NUMERIC
@ATTRIBUTE	cpt_73	NUMERIC
@ATTRIBUTE	cpt_74	NUMERIC
@ATTRIBUTE	cpt_75	NUMERIC
@ATTRIBUTE	cpt_76	NUMERIC
@ATTRIBUTE	cpt_77	NUMERIC
@ATTRIBUTE	cpt_78	NUMERIC
@ATTRIBUTE	cpt_79	NUMERIC
@ATTRIBUTE	cpt_80	NUMERIC
@ATTRIBUTE	cpt_81	NUMERIC
@ATTRIBUTE	cpt_82	NUMERIC
@ATTRIBUTE	cpt_83	NUMERIC
@ATTRIBUTE	cpt_84	NUMERIC
@ATTRIBUTE	cpt_85	NUMERIC
@ATTRIBUTE	cpt_86	NUMERIC
@ATTRIBUTE	cpt_87	NUMERIC
@ATTRIBUTE	cpt_88	NUMERIC
@ATTRIBUTE	cpt_89	NUMERIC
@ATTRIBUTE	cpt_90	NUMERIC
@ATTRIBUTE	cpt_91	NUMERIC
@ATTRIBUTE	cpt_92	NUMERIC
@ATTRIBUTE	cpt_93	NUMERIC
@ATTRIBUTE	cpt_94	NUMERIC
@ATTRIBUTE	cpt_95	NUMERIC
@ATTRIBUTE	cpt_96	NUMERIC
@ATTRIBUTE	cpt_97	NUMERIC
@ATTRIBUTE	cpt_98	NUMERIC
@ATTRIBUTE	cpt_99	NUMERIC
@ATTRIBUTE	cpt_100	NUMERIC
@ATTRIBUTE	cpt_101	NUMERIC
@ATTRIBUTE	cpt_102	NUMERIC
@ATTRIBUTE	cpt_103	NUMERIC
@ATTRIBUTE	cpt_104	NUMERIC
@ATTRIBUTE	cpt_105	NUMERIC
@ATTRIBUTE	cpt_106	NUMERIC
@ATTRIBUTE	cpt_107	NUMERIC
@ATTRIBUTE	cpt_108	NUMERIC
@ATTRIBUTE	cpt_109	NUMERIC
@ATTRIBUTE	cpt_110	NUMERIC
@ATTRIBUTE	cpt_111	NUMERIC
@ATTRIBUTE	cpt_112	NUMERIC
@ATTRIBUTE	cpt_113	NUMERIC
@ATTRIBUTE	cpt_114	NUMERIC
@ATTRIBUTE	cpt_115	NUMERIC
@ATTRIBUTE	cpt_116	NUMERIC
@ATTRIBUTE	cpt_117	NUMERIC
@ATTRIBUTE	cpt_118	NUMERIC
@ATTRIBUTE	cpt_119	NUMERIC
@ATTRIBUTE	cpt_120	NUMERIC
@ATTRIBUTE	cpt_121	NUMERIC
@ATTRIBUTE	cpt_122	NUMERIC
@ATTRIBUTE	cpt_123	NUMERIC
@ATTRIBUTE	cpt_124	NUMERIC
@ATTRIBUTE	cpt_125	NUMERIC
@ATTRIBUTE	cpt_126	NUMERIC
@ATTRIBUTE	cpt_127	NUMERIC
@ATTRIBUTE	cpt_128	NUMERIC
@ATTRIBUTE	cpt_129	NUMERIC
@ATTRIBUTE	cpt_130	NUMERIC
@ATTRIBUTE	cpt_131	NUMERIC
@ATTRIBUTE	cpt_132	NUMERIC
@ATTRIBUTE	cpt_133	NUMERIC
@ATTRIBUTE	cpt_134	NUMERIC
@ATTRIBUTE	cpt_135	NUMERIC
@ATTRIBUTE	cpt_136	NUMERIC
@ATTRIBUTE	cpt_137	NUMERIC
@ATTRIBUTE	cpt_138	NUMERIC
@ATTRIBUTE	cpt_139	NUMERIC
@ATTRIBUTE	cpt_140	NUMERIC
@ATTRIBUTE	cpt_141	NUMERIC
@ATTRIBUTE	cpt_142	NUMERIC
@ATTRIBUTE	cpt_143	NUMERIC
@ATTRIBUTE	cpt_144	NUMERIC
@ATTRIBUTE	cpt_145	NUMERIC
@ATTRIBUTE	cpt_146	NUMERIC
@ATTRIBUTE	cpt_147	NUMERIC
@ATTRIBUTE	cpt_148	NUMERIC
@ATTRIBUTE	cpt_149	NUMERIC
@ATTRIBUTE	cpt_150	NUMERIC
@ATTRIBUTE	cpt_151	NUMERIC
@ATTRIBUTE	cpt_152	NUMERIC
@ATTRIBUTE	cpt_153	NUMERIC
@ATTRIBUTE	cpt_154	NUMERIC
@ATTRIBUTE	cpt_155	NUMERIC
@ATTRIBUTE	cpt_156	NUMERIC
@ATTRIBUTE	cpt_157	NUMERIC
@ATTRIBUTE	cpt_158	NUMERIC
@ATTRIBUTE	cpt_159	NUMERIC
@ATTRIBUTE	cpt_160	NUMERIC
@ATTRIBUTE	cpt_161	NUMERIC
@ATTRIBUTE	cpt_162	NUMERIC
@ATTRIBUTE	cpt_163	NUMERIC
@ATTRIBUTE	cpt_164	NUMERIC
@ATTRIBUTE	cpt_165	NUMERIC
@ATTRIBUTE	cpt_166	NUMERIC
@ATTRIBUTE	cpt_167	NUMERIC
@ATTRIBUTE	cpt_168	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 4, 22, 24, 20, 15, 12, 21, 17, 17, 14, 17, 24, 16, 26, 3, 30, 11, 0, 4, 1, 18, 1, 6, 29, 11, 30, 12, 19, 16, 23, 9, 4, 13, 4, 8, 10, 1, 30, 10, 16, 18, 23, 22, 15, 15, 30, 40, 29, 1, 2, 33, 45, 40, 31, 15, 19, 17, 22, 12, 2, 2, 15, 15, 8, 4, 1, 1, 16, 24, 29, 25, 32, 7, 35, 59, 24, 17, 1, 30, 53, 46, 12, 19, 29, 13, 14, 2, 16, 18, 25, 18, 11, 19, 17, 12, 10, 10, 32, 18, 17, 0, 8, 9, 11, 24, 25, 9, 9, 5, 6, 17, 26, 20, 20, 4, 3, 11, 38, 8, 19, 42, 5, 6, 4, 23, 23, 19, 22, 4, 2, 8, 17, 29, 21, 18, 14, 3, 3, 26, 21, 7, 18, 16, 1, 10, 7, 13, 16, 14, 1, 2, 1, 28, 20, 7, 17, 25, 0, 9, 20, 32, 37, 35, 18, 1, 11, 38, 18, 4, FE
0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 22, 16, 4, 11, 23, 13, 7, 7, 24, 22, 3, 21, 7, 24, 17, 0, 1, 10, 8, 2, 8, 23, 8, 27, 10, 17, 22, 20, 8, 4, 16, 3, 4, 1, 1, 20, 5, 17, 16, 14, 17, 17, 11, 30, 47, 28, 6, 7, 38, 50, 29, 25, 12, 25, 17, 22, 17, 6, 0, 17, 15, 3, 3, 1, 10, 18, 23, 22, 25, 28, 12, 42, 60, 19, 16, 0, 31, 62, 39, 14, 17, 22, 18, 19, 3, 16, 16, 30, 16, 11, 17, 10, 3, 10, 3, 36, 17, 17, 0, 0, 4, 18, 8, 22, 6, 5, 2, 7, 10, 25, 15, 17, 2, 1, 19, 34, 5, 20, 44, 3, 4, 1, 24, 23, 27, 19, 0, 2, 8, 14, 27, 20, 15, 20, 5, 1, 22, 20, 16, 23, 8, 0, 10, 3, 9, 8, 10, 0, 5, 1, 32, 17, 17, 16, 29, 0, 14, 19, 40, 43, 41, 13, 2, 1, 29, 22, 7, FE
0, 0, 0, 0, 0, 0, 0, 0, 1, 32, 20, 3, 3, 17, 32, 18, 8, 18, 10, 27, 13, 21, 10, 29, 6, 0, 4, 7, 5, 0, 5, 29, 9, 25, 16, 24, 23, 9, 3, 1, 15, 1, 2, 0, 1, 22, 3, 17, 20, 28, 22, 23, 14, 35, 47, 32, 0, 7, 36, 45, 36, 32, 17, 18, 11, 24, 7, 6, 14, 15, 18, 5, 1, 15, 3, 10, 18, 26, 16, 23, 9, 38, 46, 29, 16, 13, 32, 51, 37, 17, 9, 34, 16, 14, 0, 9, 19, 16, 12, 8, 11, 8, 6, 12, 2, 31, 9, 11, 0, 4, 0, 34, 11, 29, 14, 8, 3, 1, 16, 22, 10, 18, 2, 0, 26, 29, 28, 34, 41, 9, 4, 0, 24, 19, 20, 21, 0, 0, 0, 3, 13, 3, 6, 12, 4, 2, 26, 28, 8, 13, 13, 0, 10, 4, 20, 26, 22, 4, 3, 2, 25, 26, 1, 14, 22, 0, 8, 18, 12, 25, 27, 11, 1, 2, 34, 21, 2, FE
0, 0, 0, 0, 0, 0, 0, 0, 9, 33, 20, 8, 5, 11, 26, 22, 16, 21, 18, 27, 17, 15, 21, 16, 10, 4, 4, 4, 11, 5, 0, 29, 22, 22, 14, 21, 28, 15, 7, 6, 7, 2, 4, 2, 0, 9, 21, 12, 12, 10, 24, 17, 14, 29, 42, 20, 0, 1, 14, 42, 40, 18, 30, 19, 21, 19, 19, 9, 5, 24, 2, 2, 9, 5, 8, 39, 32, 17, 17, 21, 8, 35, 48, 21, 14, 3, 14, 44, 39, 19, 10, 37, 20, 11, 5, 14, 26, 24, 25, 12, 16, 21, 12, 8, 7, 31, 22, 13, 3, 3, 4, 17, 19, 12, 12, 8, 4, 1, 12, 28, 15, 18, 1, 2, 20, 36, 12, 5, 37, 15, 10, 0, 16, 26, 23, 16, 1, 6, 18, 14, 31, 29, 23, 14, 16, 10, 29, 17, 13, 27, 4, 16, 39, 30, 28, 33, 32, 27, 11, 12, 29, 11, 15, 21, 17, 16, 6, 30, 27, 33, 29, 25, 8, 15, 26, 13, 4, HA
0, 0, 0, 0, 0, 0, 0, 0, 11, 31, 12, 1, 3, 10, 22, 14, 12, 17, 5, 20, 10, 19, 26, 20, 0, 0, 0, 0, 10, 3, 0, 25, 5, 18, 13, 14, 28, 13, 5, 0, 2, 0, 3, 1, 0, 7, 12, 19, 18, 18, 22, 16, 15, 35, 47, 22, 4, 7, 23, 50, 44, 28, 23, 15, 19, 23, 14, 0, 3, 10, 3, 8, 2, 0, 0, 18, 18, 26, 18, 17, 18, 37, 51, 23, 14, 3, 24, 56, 37, 14, 15, 26, 8, 11, 1, 16, 19, 21, 22, 11, 15, 20, 12, 4, 15, 21, 8, 14, 3, 3, 0, 17, 17, 13, 18, 7, 4, 4, 15, 19, 9, 16, 0, 0, 27, 37, 16, 20, 37, 16, 0, 4, 15, 27, 13, 13, 0, 2, 13, 10, 18, 14, 11, 11, 17, 8, 24, 25, 14, 23, 4, 7, 41, 21, 30, 37, 29, 38, 3, 13, 29, 20, 12, 29, 8, 6, 4, 25, 27, 28, 32, 10, 10, 15, 31, 13, 2, HA
0, 0, 0, 0, 0, 0, 0, 0, 7, 29, 22, 4, 7, 17, 26, 26, 15, 15, 11, 25, 9, 23, 21, 16, 5, 0, 6, 5, 9, 7, 2, 20, 16, 17, 17, 17, 24, 13, 11, 2, 2, 3, 2, 2, 0, 10, 8, 20, 15, 16, 22, 22, 17, 34, 47, 31, 0, 0, 18, 49, 46, 25, 28, 12, 24, 20, 6, 3, 8, 7, 9, 5, 7, 0, 4, 14, 19, 26, 15, 24, 9, 37, 57, 23, 13, 0, 15, 60, 43, 22, 12, 37, 15, 19, 5, 16, 20, 22, 23, 16, 13, 21, 11, 9, 10, 32, 20, 25, 1, 3, 8, 12, 23, 15, 8, 7, 6, 5, 10, 27, 15, 26, 2, 1, 4, 28, 15, 9, 34, 5, 8, 0, 19, 26, 10, 21, 1, 2, 10, 19, 31, 28, 26, 22, 8, 16, 23, 18, 15, 32, 2, 3, 32, 13, 16, 19, 26, 19, 10, 11, 27, 29, 16, 25, 20, 10, 11, 24, 35, 34, 30, 23, 15, 17, 28, 17, 7, HA
0, 0, 0, 0, 0, 0, 0, 0, 12, 27, 11, 0, 1, 5, 14, 19, 9, 10, 6, 18, 10, 13, 27, 18, 1, 0, 1, 1, 4, 6, 0, 12, 23, 7, 25, 15, 23, 16, 3, 0, 7, 0, 0, 2, 0, 2, 6, 3, 30, 17, 18, 23, 17, 34, 40, 38, 0, 0, 10, 45, 45, 36, 23, 12, 18, 17, 3, 4, 11, 3, 4, 0, 10, 1, 1, 3, 9, 22, 19, 10, 12, 30, 54, 21, 6, 0, 9, 49, 45, 29, 0, 32, 9, 0, 0, 8, 13, 18, 22, 13, 10, 27, 15, 7, 0, 30, 13, 9, 1, 2, 5, 4, 22, 17, 6, 0, 1, 7, 0, 22, 12, 5, 3, 0, 0, 34, 8, 2, 30, 0, 7, 7, 20, 18, 13, 13, 0, 1, 2, 32, 41, 35, 31, 0, 0, 2, 28, 14, 20, 25, 0, 0, 2, 0, 5, 12, 8, 8, 4, 1, 26, 14, 23, 21, 9, 0, 2, 29, 37, 40, 34, 6, 0, 7, 35, 7, 3, NE
0, 0, 0, 0, 0, 0, 0, 0, 14, 25, 12, 2, 2, 13, 26, 25, 13, 18, 13, 29, 13, 15, 20, 25, 1, 0, 3, 4, 9, 7, 2, 22, 19, 15, 20, 13, 22, 21, 4, 2, 1, 4, 3, 4, 1, 2, 7, 9, 18, 24, 21, 29, 16, 35, 43, 27, 1, 0, 19, 48, 48, 24, 26, 17, 18, 21, 8, 1, 1, 4, 5, 1, 9, 0, 4, 13, 20, 20, 17, 10, 17, 38, 52, 23, 7, 2, 18, 47, 39, 18, 10, 31, 16, 6, 6, 16, 15, 26, 21, 17, 16, 24, 17, 2, 6, 33, 12, 11, 0, 2, 4, 6, 23, 14, 6, 3, 4, 2, 10, 22, 16, 19, 3, 4, 3, 33, 7, 10, 24, 0, 6, 4, 26, 20, 20, 23, 0, 2, 7, 33, 36, 36, 27, 1, 2, 1, 28, 13, 23, 22, 1, 0, 6, 2, 12, 7, 7, 4, 2, 1, 31, 23, 23, 25, 16, 0, 6, 31, 33, 42, 34, 4, 0, 16, 23, 12, 3, NE
0, 0, 0, 0, 0, 0, 0, 0, 18, 24, 14, 0, 1, 4, 17, 17, 8, 10, 12, 20, 8, 14, 28, 13, 0, 0, 2, 2, 5, 4, 3, 17, 15, 9, 26, 15, 21, 20, 4, 1, 6, 0, 0, 2, 2, 0, 3, 5, 26, 16, 23, 16, 20, 35, 41, 32, 0, 0, 16, 45, 46, 32, 24, 20, 21, 12, 4, 10, 15, 2, 13, 1, 1, 2, 2, 7, 14, 21, 22, 14, 13, 30, 53, 23, 14, 0, 16, 52, 44, 24, 3, 30, 12, 8, 2, 5, 12, 17, 21, 14, 10, 17, 6, 5, 0, 33, 7, 8, 2, 3, 4, 4, 17, 10, 7, 4, 1, 0, 8, 13, 16, 9, 2, 1, 3, 33, 12, 7, 32, 0, 7, 1, 25, 17, 14, 14, 0, 0, 2, 27, 36, 34, 24, 0, 1, 0, 23, 22, 23, 20, 0, 0, 0, 0, 11, 15, 4, 1, 2, 2, 34, 18, 11, 14, 9, 0, 5, 34, 25, 33, 36, 7, 0, 18, 23, 5, 0, NE
0, 0, 0, 0, 0, 0, 0, 0, 14, 29, 14, 0, 2, 12, 20, 20, 13, 20, 17, 25, 4, 21, 19, 14, 8, 5, 5, 7, 10, 8, 7, 24, 21, 10, 20, 17, 20, 11, 8, 5, 25, 4, 4, 5, 0, 11, 15, 12, 21, 17, 17, 15, 6, 28, 43, 36, 3, 1, 19, 42, 31, 8, 26, 2, 10, 15, 18, 10, 1, 8, 9, 8, 9, 8, 16, 34, 21, 14, 8, 18, 9, 33, 58, 20, 15, 6, 11, 41, 37, 24, 1, 34, 6, 10, 3, 15, 17, 21, 21, 9, 16, 24, 13, 4, 2, 28, 10, 16, 1, 5, 5, 7, 23, 9, 9, 5, 4, 1, 2, 28, 13, 14, 3, 3, 3, 35, 14, 5, 34, 0, 7, 3, 17, 21, 12, 9, 0, 2, 5, 28, 36, 35, 30, 2, 2, 2, 24, 18, 17, 18, 1, 0, 2, 3, 8, 7, 9, 3, 5, 1, 26, 18, 15, 4, 16, 0, 2, 31, 29, 36, 34, 3, 0, 4, 31, 9, 6, SA
0, 0, 0, 0, 0, 0, 0, 0, 22, 26, 13, 0, 4, 13, 29, 21, 15, 23, 12, 26, 10, 21, 26, 22, 3, 4, 5, 3, 15, 8, 2, 20, 16, 17, 26, 15, 23, 18, 10, 7, 23, 10, 9, 5, 3, 18, 14, 14, 23, 21, 25, 23, 4, 20, 38, 37, 0, 3, 31, 39, 20, 8, 28, 15, 18, 19, 23, 21, 13, 11, 8, 5, 7, 17, 28, 37, 18, 16, 19, 13, 11, 34, 44, 17, 14, 1, 14, 38, 33, 18, 4, 41, 12, 10, 3, 17, 17, 24, 22, 16, 17, 26, 17, 6, 6, 32, 17, 16, 1, 7, 6, 6, 23, 16, 8, 4, 4, 1, 3, 27, 12, 20, 5, 1, 6, 36, 10, 9, 33, 0, 5, 5, 20, 20, 17, 19, 2, 6, 12, 31, 34, 34, 30, 4, 3, 2, 23, 22, 13, 21, 1, 1, 4, 4, 12, 7, 5, 3, 2, 1, 28, 17, 13, 17, 11, 0, 0, 32, 39, 43, 33, 3, 0, 6, 33, 13, 5, SA
0, 0, 0, 0, 0, 0, 0, 0, 21, 16, 23, 12, 8, 12, 26, 25, 18, 18, 12, 30, 17, 21, 27, 15, 3, 1, 4, 6, 10, 11, 3, 19, 22, 20, 12, 21, 20, 18, 15, 6, 15, 7, 12, 9, 2, 15, 21, 18, 20, 17, 20, 22, 4, 17, 39, 31, 7, 4, 21, 32, 10, 11, 30, 20, 16, 16, 21, 23, 15, 6, 15, 6, 15, 26, 37, 39, 26, 23, 26, 21, 11, 28, 50, 17, 9, 0, 10, 36, 31, 15, 4, 34, 27, 9, 3, 17, 14, 17, 17, 13, 17, 21, 13, 8, 2, 39, 25, 14, 1, 6, 4, 6, 22, 9, 5, 3, 0, 1, 6, 34, 11, 18, 3, 0, 6, 32, 14, 8, 34, 0, 6, 3, 27, 23, 21, 17, 1, 2, 11, 28, 33, 30, 27, 7, 5, 0, 31, 16, 18, 18, 2, 1, 6, 3, 5, 8, 2, 3, 4, 2, 29, 27, 18, 17, 19, 1, 4, 40, 25, 30, 39, 2, 3, 21, 17, 23, 2, SA
0, 0, 0, 0, 0, 0, 0, 0, 27, 24, 8, 0, 6, 19, 27, 21, 13, 12, 6, 30, 2, 19, 31, 21, 0, 1, 3, 7, 13, 4, 0, 30, 18, 8, 25, 12, 19, 14, 1, 3, 14, 2, 10, 3, 2, 13, 9, 16, 16, 12, 21, 31, 0, 24, 43, 28, 0, 0, 37, 45, 26, 14, 25, 16, 13, 11, 25, 28, 15, 7, 11, 6, 4, 8, 18, 30, 13, 22, 22, 9, 12, 35, 52, 23, 9, 3, 14, 48, 40, 25, 1, 28, 16, 11, 4, 20, 20, 21, 26, 11, 10, 17, 12, 1, 0, 23, 16, 10, 0, 6, 4, 4, 25, 9, 8, 4, 6, 1, 0, 17, 13, 9, 1, 3, 2, 34, 15, 3, 33, 10, 5, 2, 4, 31, 14, 19, 0, 0, 14, 32, 34, 33, 26, 24, 0, 5, 2, 34, 17, 35, 2, 0, 1, 2, 3, 6, 4, 0, 5, 1, 16, 24, 14, 31, 6, 0, 1, 26, 26, 26, 46, 11, 0, 1, 21, 18, 7, SA
0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 30, 11, 2, 3, 27, 23, 13, 7, 16, 24, 16, 15, 2, 26, 14, 0, 0, 0, 2, 3, 0, 17, 5, 32, 13, 23, 20, 9, 6, 6, 27, 11, 1, 4, 2, 19, 12, 16, 19, 15, 21, 14, 18, 28, 19, 18, 1, 11, 13, 24, 30, 35, 25, 22, 16, 21, 0, 22, 28, 9, 7, 5, 3, 20, 16, 3, 39, 20, 22, 21, 3, 28, 50, 25, 19, 6, 21, 53, 44, 12, 24, 26, 14, 22, 5, 7, 11, 8, 24, 8, 11, 3, 2, 3, 24, 20, 15, 8, 0, 0, 1, 19, 25, 11, 13, 2, 4, 2, 24, 16, 10, 4, 4, 0, 0, 34, 35, 35, 31, 0, 7, 1, 20, 20, 20, 13, 1, 0, 0, 12, 2, 5, 13, 0, 0, 0, 24, 26, 19, 19, 0, 0, 3, 0, 3, 8, 0, 5, 0, 2, 32, 20, 21, 30, 12, 0, 0, 4, 24, 25, 7, 7, 0, 12, 28, 16, 10, SU
0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 20, 3, 0, 9, 14, 8, 15, 14, 10, 29, 14, 15, 12, 28, 5, 0, 1, 8, 0, 0, 1, 16, 8, 27, 15, 28, 25, 15, 10, 20, 43, 25, 4, 3, 19, 43, 32, 19, 22, 31, 22, 19, 20, 16, 1, 9, 5, 0, 2, 2, 12, 35, 22, 21, 18, 24, 0, 33, 34, 11, 6, 0, 8, 31, 28, 0, 32, 16, 20, 22, 9, 34, 36, 32, 24, 8, 26, 40, 30, 9, 22, 24, 15, 18, 6, 1, 12, 9, 22, 15, 7, 3, 4, 7, 30, 14, 13, 13, 1, 2, 2, 27, 18, 11, 23, 6, 7, 1, 27, 18, 16, 1, 4, 0, 0, 36, 32, 34, 29, 2, 6, 2, 21, 21, 24, 12, 2, 0, 0, 3, 5, 3, 7, 0, 4, 0, 29, 22, 20, 19, 0, 0, 11, 3, 4, 11, 6, 11, 0, 1, 35, 16, 23, 23, 9, 0, 0, 8, 24, 20, 7, 4, 0, 18, 18, 24, 21, SU
0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 21, 7, 0, 3, 14, 13, 13, 11, 13, 22, 12, 13, 2, 26, 14, 0, 3, 0, 0, 2, 3, 14, 13, 23, 15, 19, 18, 12, 7, 22, 45, 32, 2, 0, 11, 36, 29, 19, 18, 23, 19, 27, 17, 19, 0, 3, 0, 0, 1, 6, 17, 33, 25, 11, 22, 26, 3, 27, 41, 10, 3, 0, 7, 30, 26, 4, 38, 16, 22, 22, 3, 29, 36, 22, 23, 6, 18, 48, 40, 17, 31, 21, 15, 16, 5, 1, 4, 7, 23, 17, 8, 4, 6, 9, 28, 26, 12, 4, 1, 1, 1, 24, 22, 8, 23, 7, 6, 1, 24, 17, 6, 4, 6, 0, 5, 28, 35, 36, 32, 0, 11, 1, 21, 24, 21, 8, 1, 0, 2, 4, 3, 3, 6, 0, 7, 0, 31, 23, 18, 16, 0, 0, 3, 7, 7, 12, 1, 6, 0, 2, 25, 21, 21, 26, 7, 0, 0, 11, 32, 26, 7, 2, 0, 11, 26, 20, 24, SU
0, 0, 0, 0, 0, 0, 0, 0, 5, 27, 0, 0, 8, 10, 13, 8, 13, 14, 13, 10, 21, 8, 14, 18, 0, 8, 8, 6, 4, 1, 4, 7, 8, 12, 26, 9, 26, 2, 2, 4, 9, 8, 8, 11, 8, 8, 4, 15, 36, 10, 27, 3, 3, 34, 18, 6, 0, 3, 7, 29, 31, 10, 45, 16, 16, 14, 19, 20, 32, 44, 7, 7, 35, 27, 8, 19, 33, 13, 27, 19, 23, 50, 61, 26, 33, 13, 25, 67, 63, 11, 26, 14, 9, 18, 5, 13, 7, 15, 34, 20, 13, 5, 2, 3, 19, 12, 9, 18, 2, 3, 3, 5, 33, 12, 7, 2, 4, 3, 17, 15, 5, 22, 15, 2, 1, 28, 34, 15, 21, 2, 0, 6, 18, 11, 2, 19, 6, 0, 4, 49, 38, 26, 33, 1, 0, 8, 20, 8, 4, 21, 11, 1, 3, 3, 17, 12, 1, 3, 0, 4, 21, 13, 4, 10, 12, 2, 15, 28, 39, 48, 29, 3, 11, 4, 17, 14, 1, DI
0, 0, 0, 0, 0, 0, 0, 0, 6, 31, 0, 1, 9, 13, 14, 10, 8, 15, 23, 3, 23, 9, 8, 23, 0, 5, 7, 3, 4, 0, 4, 5, 5, 12, 29, 3, 17, 10, 0, 8, 9, 7, 13, 11, 2, 8, 3, 12, 30, 17, 16, 11, 1, 23, 14, 7, 6, 2, 4, 23, 25, 5, 39, 23, 9, 22, 15, 23, 39, 49, 13, 5, 40, 34, 17, 20, 27, 22, 15, 24, 11, 47, 59, 23, 28, 14, 17, 60, 57, 17, 20, 25, 10, 20, 5, 17, 13, 14, 45, 16, 14, 20, 4, 3, 17, 21, 8, 26, 2, 3, 3, 1, 33, 13, 5, 3, 1, 0, 14, 10, 9, 18, 6, 0, 1, 18, 35, 10, 23, 5, 0, 6, 14, 7, 6, 23, 7, 3, 2, 51, 37, 19, 35, 9, 0, 4, 16, 7, 1, 23, 6, 2, 4, 6, 17, 11, 2, 2, 1, 2, 17, 5, 1, 7, 18, 6, 11, 22, 28, 32, 30, 5, 7, 2, 15, 8, 2, DI
